row_label_raw,row_label_full,col_0,2017Triệu VND,2016Triệu VND,numeric__2017Triệu VND,numeric__2016Triệu VND
Số dư đầu năm,Số dư đầu năm,Số dư đầu năm,549.869,567.267,549869.0,567267.0
Tăng trong năm,Tăng trong năm,Tăng trong năm,159.716,546.686,159716.0,546686.0
Chuyển sang tài sản cố định hữu hình (Thuyết minh 11),Chuyển sang tài sản cố định hữu hình (Thuyết minh 11),Chuyển sang tài sản cố định hữu hình (Thuyết minh 11),(151.752),(250.738),-151752.0,-250738.0
Chuyển sang tài sản cố định vô hình (Thuyết minh 12),Chuyển sang tài sản cố định vô hình (Thuyết minh 12),Chuyển sang tài sản cố định vô hình (Thuyết minh 12),(32.502),(78.648),-32502.0,-78648.0
Chuyển sang bất động sản đầu tư (Thuyết minh 13),Chuyển sang bất động sản đầu tư (Thuyết minh 13),Chuyển sang bất động sản đầu tư (Thuyết minh 13),(208.079),-,-208079.0,
Chuyển sang tài sản Có khác,Chuyển sang tài sản Có khác,Chuyển sang tài sản Có khác,(9.071),(10.867),-9071.0,-10867.0
Chuyển sang chi phí,Chuyển sang chi phí,Chuyển sang chi phí,(25.378),(45.163),-25378.0,-45163.0
Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,Thuế giá trị gia tăng được khấu trừ,(2.660),-,-2660.0,
Thanh lý,Thanh lý,Thanh lý,-,(68.668),,-68668.0
Hoàn lại tiền cọc mua quyền sử dụng đất,Hoàn lại tiền cọc mua quyền sử dụng đất,Hoàn lại tiền cọc mua quyền sử dụng đất,-,(110.000),,-110000.0
Số dư cuối năm,Số dư cuối năm,Số dư cuối năm,280.143,549.869,280143.0,549869.0
