row_label_raw,row_label_full,col_0,col_1,2017Triệu VND,2016Triệu VND,numeric__col_1,numeric__2017Triệu VND,numeric__2016Triệu VND
,,,,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
01,01,01,Mua sắm tài sản cố định và tài sản dài hạn khác,(184.873),(494.297),,-184873.0,-494297.0
02,02,02,Tiền thu từ thanh lý tài sản cố định,105.228,208.963,,105228.0,208963.0
08,08,08,"Tiền thu đầu tư, góp vốn vào các đơn vị khác",-,22.709,,,22709.0
09,09,09,"Tiền thu cổ tức và lợi nhuận được chia từ các khoản đầu tư, góp vốn dài hạn",445,474,,445.0,474.0
II,II,II,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG ĐẦU TƯ,(79.200),(262.151),,-79200.0,-262151.0
II,II,II,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TÀI CHÍNH,,,,,
04,II > 04,04,Cổ tức trả cho cổ đông,-,(118.480),,,-118480.0
III,II > III,III,LU'U CHUYÊN TIÊN THUÀN TỪ HOẠT ĐỘNG TÀI CHÍNH,-,(118.480),,,-118480.0
IV,II > IV,IV,LU'U CHUYÊN TIÊN THUÀN TRONG NĂM,2.557.569,1.589.895,,2557569.0,1589895.0
V,II > V,V,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIÊN TẠI THỜI ĐIỂM ĐẦU NĂM,4.291.063,2.701.168,,4291063.0,2701168.0
VII,II > VII,VII,TIÊN VÀ CÁC KHOẢN TƯƠNG ĐƯƠNG TIÊN TẠI THỜI ĐIỂM CUỐI NĂM (THUYẾT MINH 31),6.848.632,4.291.063,,6848632.0,4291063.0
