row_label_raw,row_label_full,col_0,Miền Bắc > Năm nay,Miền Bắc > Năm trước,Miền Trung > Năm nay,Miền Trung > Năm trước,Miền Nam > Năm nay,Miền Nam > Năm trước,Điều chỉnh > Năm nay,Điều chỉnh > Năm trước,Cộng > Năm nay,Cộng > Năm trước,numeric__Miền Bắc > Năm nay,numeric__Miền Bắc > Năm trước,numeric__Miền Trung > Năm nay,numeric__Miền Trung > Năm trước,numeric__Miền Nam > Năm nay,numeric__Miền Nam > Năm trước,numeric__Điều chỉnh > Năm nay,numeric__Điều chỉnh > Năm trước,numeric__Cộng > Năm nay,numeric__Cộng > Năm trước
I. Thu nhập,I. Thu nhập,I. Thu nhập,324.621,294.224,620.292,499.079,4.218.859,3.016.981,(985.784),(423.343),4.177.988,3.386.941,324621.0,294224.0,620292.0,499079.0,4218859.0,3016981.0,-985784.0,-423343.0,4177988.0,3386941.0
1. Thu nhập lãi,1. Thu nhập lãi,1. Thu nhập lãi,316.656,291.519,605.527,489.159,3.961.469,2.814.301,(985.784),(423.343),3.897.868,3.171.636,316656.0,291519.0,605527.0,489159.0,3961469.0,2814301.0,-985784.0,-423343.0,3897868.0,3171636.0
Thu nhập lãi khách hàng bên ngoài,Thu nhập lãi khách hàng bên ngoài,Thu nhập lãi khách hàng bên ngoài,166.843,152.038,574.006,426.337,3.157.019,2.593.261,-,-,3.897.868,3.171.636,166843.0,152038.0,574006.0,426337.0,3157019.0,2593261.0,,,3897868.0,3171636.0
Thu nhập lãi nội bộ,Thu nhập lãi nội bộ,Thu nhập lãi nội bộ,149.813,139.481,31.521,62.822,804.450,221.040,(985.784),(423.343),-,-,149813.0,139481.0,31521.0,62822.0,804450.0,221040.0,-985784.0,-423343.0,,
2. Thu nhập từ hoạt động dịch vụ,2. Thu nhập từ hoạt động dịch vụ,2. Thu nhập từ hoạt động dịch vụ,2.830,1.633,10.025,3.383,39.591,18.234,-,-,52.446,23.250,2830.0,1633.0,10025.0,3383.0,39591.0,18234.0,,,52446.0,23250.0
3. Thu nhập từ hoạt động kinh doanh khác,3. Thu nhập từ hoạt động kinh doanh khác,3. Thu nhập từ hoạt động kinh doanh khác,5.135,1.072,4.740,6.537,217.799,184.446,-,-,227.674,192.055,5135.0,1072.0,4740.0,6537.0,217799.0,184446.0,,,227674.0,192055.0
II. Chi phí,II. Chi phí,II. Chi phí,291.432,270.971,508.941,416.892,4.160.777,2.849.543,(985.784),(423.343),3.975.366,3.114.063,291432.0,270971.0,508941.0,416892.0,4160777.0,2849543.0,-985784.0,-423343.0,3975366.0,3114063.0
1. Chi phí lãi,1. Chi phí lãi,1. Chi phí lãi,238.247,221.045,364.081,304.954,3.289.273,2.100.270,(985.784),(423.343),2.905.817,2.202.926,238247.0,221045.0,364081.0,304954.0,3289273.0,2100270.0,-985784.0,-423343.0,2905817.0,2202926.0
Chi phí lãi từ khách hàng bên ngoài,Chi phí lãi từ khách hàng bên ngoài,Chi phí lãi từ khách hàng bên ngoài,217.033,204.029,326.011,271.388,2.362.773,1.727.509,-,-,2.905.817,2.202.926,217033.0,204029.0,326011.0,271388.0,2362773.0,1727509.0,,,2905817.0,2202926.0
Chi phí lãi từ nội bộ,Chi phí lãi từ nội bộ,Chi phí lãi từ nội bộ,21.214,17.016,38.070,33.566,926.500,372.761,(985.784),(423.343),-,-,21214.0,17016.0,38070.0,33566.0,926500.0,372761.0,-985784.0,-423343.0,,
2. Chi phí khấu hao TSCĐ,2. Chi phí khấu hao TSCĐ,2. Chi phí khấu hao TSCĐ,988,850,7.563,6.559,59.819,55.441,-,-,68.370,62.850,988.0,850.0,7563.0,6559.0,59819.0,55441.0,,,68370.0,62850.0
3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,3. Chi phí liên quan trực tiếp đến hoạt động kinh doanh,52.197,49.076,137.297,105.379,811.685,693.832,-,-,1.001.179,848.287,52197.0,49076.0,137297.0,105379.0,811685.0,693832.0,,,1001179.0,848287.0
Kết quả kinh doanh trước chi phí dự phòng rủi ro,Kết quả kinh doanh trước chi phí dự phòng rủi ro,Kết quả kinh doanh trước chi phí dự phòng rủi ro,33.189,23.253,111.351,82.187,58.082,167.438,-,-,202.622,272.878,33189.0,23253.0,111351.0,82187.0,58082.0,167438.0,,,202622.0,272878.0
Chi phí dự phòng rủi ro,Chi phí dự phòng rủi ro,Chi phí dự phòng rủi ro,6.821,6.808,11.388,4.807,57.078,26.029,-,-,75.287,37.644,6821.0,6808.0,11388.0,4807.0,57078.0,26029.0,,,75287.0,37644.0
Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,Kết quả kinh doanh bộ phận,26.368,16.445,99.963,77.380,1.004,141.409,-,-,127.335,235.234,26368.0,16445.0,99963.0,77380.0,1004.0,141409.0,,,127335.0,235234.0
