row_label_raw,row_label_full,Số đầu năm,Năm nay > 872,Năm trước > 784,numeric__Năm nay > 872,numeric__Năm trước > 784
Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,Tăng do trích lập từ lợi nhuận,24.966,31.839,24966.0,31839.0
Chi quỹ,Chi quỹ,Chi quỹ,(15.129),(31.751),-15129.0,-31751.0
Số cuối năm,Số cuối năm,Số cuối năm,10.709,872,10709.0,872.0
