row_label_raw,row_label_full,Cam kết trong nghiệp vụ L/C – gộp,8.186,51.949,numeric__8.186,numeric__51.949
Bảo lãnh khác – gộp,Bảo lãnh khác – gộp,Bảo lãnh khác – gộp,141.002,112.633,141002.0,112633.0
Cộng,Cộng,Cộng,149.188,164.582,149188.0,164582.0
