row_label_raw,row_label_full,col_0,Sô cuối năm,Sô đầu năm,numeric__Sô cuối năm,numeric__Sô đầu năm
Dự phòng rủi ro cho vay khách hàng:,Dự phòng rủi ro cho vay khách hàng:,Dự phòng rủi ro cho vay khách hàng:,,,,
Dự phòng chung,Dự phòng rủi ro cho vay khách hàng: > Dự phòng chung,Dự phòng chung,(242.044),(206.043),-242044.0,-206043.0
Dự phòng cụ thể,Dự phòng rủi ro cho vay khách hàng: > Dự phòng cụ thể,Dự phòng cụ thể,(53.944),(49.179),-53944.0,-49179.0
Cộng,Dự phòng rủi ro cho vay khách hàng: > Cộng,Cộng,(295.988),(255.222),-295988.0,-255222.0
