row_label_raw,row_label_full,Số cuối năm,Tổng giá trị hợp đồng (theo tỷ giá hối đoái tại ngày hiệu lực hợp đồng) > Số cuối năm,Tổng giá trị ghi số (theo tỷ giá hối đoái tại ngày cuối năm) > Số cuối năm,numeric__Tổng giá trị hợp đồng (theo tỷ giá hối đoái tại ngày hiệu lực hợp đồng) > Số cuối năm,numeric__Tổng giá trị ghi số (theo tỷ giá hối đoái tại ngày cuối năm) > Số cuối năm
Công cụ tài chính phải sinh tiền tệ (Giao dịch kỳ hạn tiền tệ),Công cụ tài chính phải sinh tiền tệ (Giao dịch kỳ hạn tiền tệ),Công cụ tài chính phải sinh tiền tệ (Giao dịch kỳ hạn tiền tệ),649.753,853,649753.0,853.0
Cộng,Cộng,Cộng,649.753,853,649753.0,853.0
Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,,
Công cụ tài chính phải sinh tiền tệ (Giao dịch kỳ hạn tiền tệ),Số đầu năm > Công cụ tài chính phải sinh tiền tệ (Giao dịch kỳ hạn tiền tệ),Công cụ tài chính phải sinh tiền tệ (Giao dịch kỳ hạn tiền tệ),93.887,987,93887.0,987.0
Cộng,Số đầu năm > Cộng,Cộng,93.887,987,93887.0,987.0
