row_label_raw,row_label_full,col_0,Vốn điều lệ,Cổ phiếu quỹ,Quỹ của TCTD,Lợi nhuận chưa phân phối,Cộng,numeric__Vốn điều lệ,numeric__Cổ phiếu quỹ,numeric__Quỹ của TCTD,numeric__Lợi nhuận chưa phân phối,numeric__Cộng
Số dư đầu năm trước,Số dư đầu năm trước,Số dư đầu năm trước,3.000.000,(34.200),280.983,285.019,3.531.802,3000000.0,-34200.0,280983.0,285019.0,3531802.0
Lợi nhuận trong năm trước,Lợi nhuận trong năm trước,Lợi nhuận trong năm trước,-,-,-,191.027,191.027,,,,191027.0,191027.0
Trích các quỹ dự trữ bắt buộc,Trích các quỹ dự trữ bắt buộc,Trích các quỹ dự trữ bắt buộc,-,-,27.924,(27.924),-,,,27924.0,-27924.0,
Tăng vốn từ chia cổ tức bằng cổ phiếu và sử dụng quỹ dự trữ bổ sung vốn điều lệ,Tăng vốn từ chia cổ tức bằng cổ phiếu và sử dụng quỹ dự trữ bổ sung vốn điều lệ,Tăng vốn từ chia cổ tức bằng cổ phiếu và sử dụng quỹ dự trữ bổ sung vốn điều lệ,236.958,-,(88.859),(148.099),-,236958.0,,-88859.0,-148099.0,
Trích lập quỹ khen thưởng và phúc lợi,Trích lập quỹ khen thưởng và phúc lợi,Trích lập quỹ khen thưởng và phúc lợi,-,-,-,(31.839),(31.839),,,,-31839.0,-31839.0
Chuyển tiền trích lập quỹ cho Công ty con,Chuyển tiền trích lập quỹ cho Công ty con,Chuyển tiền trích lập quỹ cho Công ty con,-,-,-,(3.830),(3.830),,,,-3830.0,-3830.0
Số dư cuối năm trước,Số dư cuối năm trước,Số dư cuối năm trước,3.236.958,(34.200),220.048,264.354,3.687.160,3236958.0,-34200.0,220048.0,264354.0,3687160.0
Số dư đầu năm nay,Số dư đầu năm nay,Số dư đầu năm nay,3.236.958,(34.200),220.048,264.354,3.687.160,3236958.0,-34200.0,220048.0,264354.0,3687160.0
Lợi nhuận trong năm nay,Lợi nhuận trong năm nay,Lợi nhuận trong năm nay,-,-,-,112.084,112.084,,,,112084.0,112084.0
Trích các quỹ dự trữ bắt buộc,Trích các quỹ dự trữ bắt buộc,Trích các quỹ dự trữ bắt buộc,-,-,26.324,(26.324),-,,,26324.0,-26324.0,
Trích lập quỹ khen thưởng và phúc lợi,Trích lập quỹ khen thưởng và phúc lợi,Trích lập quỹ khen thưởng và phúc lợi,-,-,-,(24.966),(24.966),,,,-24966.0,-24966.0
Chuyển tiền trích lập quỹ cho Công ty con,Chuyển tiền trích lập quỹ cho Công ty con,Chuyển tiền trích lập quỹ cho Công ty con,-,-,-,(9.459),(9.459),,,,-9459.0,-9459.0
Số dư cuối năm nay,Số dư cuối năm nay,Số dư cuối năm nay,3.236.958,(34.200),246.372,315.689,3.764.819,3236958.0,-34200.0,246372.0,315689.0,3764819.0
