row_label_raw,row_label_full,STT,Chỉ tiêu,Thuyết minh,Năm nay,Năm trước,numeric__Chỉ tiêu,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,1. Thu nhập lãi và các khoản thu nhập tương tự,VI.1,3.897.868,3.171.636,,,3897868.0,3171636.0
,,,2. Chi phí lãi và các khoản chi phí tương tự,VI.2,2.905.817,2.202.926,,,2905817.0,2202926.0
,,,I. Thu nhập lãi thuần,,992.051,968.710,,,992051.0,968710.0
,,,3. Thu nhập từ hoạt động dịch vụ,VI.3,52.446,23.250,,,52446.0,23250.0
,,,4. Chi phí từ hoạt động dịch vụ,VI.3,21.277,14.536,,,21277.0,14536.0
,,,II. Lãi/lỗ thuần từ hoạt động dịch vụ,VI.3,31.169,8.714,,,31169.0,8714.0
,,,III. Lãi/lỗ thuần từ kinh doanh ngoại hối,VI.4,28.631,11.626,,,28631.0,11626.0
,,,IV. Lãi/lỗ thuần từ mua bán chứng khoán kinh doanh,,-,-,,,,
,,,V. Lãi/lỗ thuần từ mua bán chứng khoán đầu tư,VI.5,61.938,115.070,,,61938.0,115070.0
,,,5. Thu nhập từ hoạt động khác,VI.6,34.255,40.465,,,34255.0,40465.0
,,,6. Chi phí từ hoạt động khác,VI.6,8.208,8.832,,,8208.0,8832.0
,,,VI. Lãi/lỗ thuần từ hoạt động khác,VI.6,26.047,31.633,,,26047.0,31633.0
,,,"VII. Thu nhập từ góp vốn, mua cổ phần",VI.7,57.230,16.258,,,57230.0,16258.0
,,,VIII. Chi phí hoạt động,VI.8,994.444,879.133,,,994444.0,879133.0
,,,IX. Lợi nhuận thuần từ hoạt động kinh doanh,,202.622,272.878,,,202622.0,272878.0
,,,X. Chi phí dự phòng rủi ro tín dụng,"V.6, 7",75.287,37.644,,,75287.0,37644.0
,,,XI. Tổng lợi nhuận trước thuế,,127.335,235.234,,,127335.0,235234.0
,,,7. Chi phí thuế thu nhập doanh nghiệp hiện hành,VIII.2,15.251,44.207,,,15251.0,44207.0
,,,8. Chi phí thuế thu nhập doanh nghiệp hoãn lại,,-,-,,,,
,,,XII. Chi phí thuế thu nhập doanh nghiệp,,15.251,44.207,,,15251.0,44207.0
,,,XIII. Lợi nhuận sau thuế,,112.084,191.027,,,112084.0,191027.0
,,,XIV. Lãi cơ bản trên cổ phiếu,VI.9,,,,,,
