row_label_raw,row_label_full,col_0,Dự phòng chung,Dự phòng cụ thể,numeric__Dự phòng chung,numeric__Dự phòng cụ thể
Năm nay,Năm nay,Năm nay,Năm nay,Năm nay,,
Số đầu năm,Năm nay > Số đầu năm,Số đầu năm,(206.043),(49.179),-206043.0,-49179.0
Dự phòng rủi ro trích lập trong năm,Năm nay > Dự phòng rủi ro trích lập trong năm,Dự phòng rủi ro trích lập trong năm,(36.001),(5.830),-36001.0,-5830.0
Sử dụng dự phòng trong năm,Năm nay > Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,-,1.065,,1065.0
Số cuối năm nay,Năm nay > Số cuối năm nay,Số cuối năm nay,(242.044),(53.944),-242044.0,-53944.0
