row_label_raw,row_label_full,Tại ngày1.1.2018VND,TăngVND,GiảmVND,Tại ngày31.12.2018VND,numeric__TăngVND,numeric__GiảmVND,numeric__Tại ngày31.12.2018VND
43.267.497.995,43.267.497.995,43.267.497.995,307.832.939.478,(216.144.711.604),134.955.725.869,307832939478.0,-216144711604.0,134955725869.0
67.000.000.000,67.000.000.000,67.000.000.000,156.419.590.000,(136.900.000.000),86.519.590.000,156419590000.0,-136900000000.0,86519590000.0
158.143.056.204,158.143.056.204,158.143.056.204,1.530.147.526.698,(1.224.485.302.709),463.805.280.193,1530147526698.0,-1224485302709.0,463805280193.0
-,-,-,175.219.439.023,(102.507.708.000),72.711.731.023,175219439023.0,-102507708000.0,72711731023.0
20.627.068.000,20.627.068.000,20.627.068.000,84.968.703.105,(105.595.771.105),-,84968703105.0,-105595771105.0,
-,-,-,312.229.567.000,(198.628.160.000),113.601.407.000,312229567000.0,-198628160000.0,113601407000.0
-,-,-,425.395.965.152,(226.899.655.152),198.496.310.000,425395965152.0,-226899655152.0,198496310000.0
60.000.000.000,60.000.000.000,60.000.000.000,299.000.000.000,(330.000.000.000),29.000.000.000,299000000000.0,-330000000000.0,29000000000.0
287.265.175.263,287.265.175.263,287.265.175.263,773.879.450.729,(736.760.774.335),324.383.851.657,773879450729.0,-736760774335.0,324383851657.0
-,-,-,35.115.479.562,(35.115.479.562),-,35115479562.0,-35115479562.0,
3.700.000.000,3.700.000.000,3.700.000.000,3.700.000.000,(3.700.000.000),3.700.000.000,3700000000.0,-3700000000.0,3700000000.0
206.276.052.738,206.276.052.738,206.276.052.738,173.369.562.333,(248.337.012.787),131.308.602.284,173369562333.0,-248337012787.0,131308602284.0
11.000.000.000,11.000.000.000,11.000.000.000,16.000.000.000,(15.000.000.000),12.000.000.000,16000000000.0,-15000000000.0,12000000000.0
857.278.850.200,857.278.850.200,857.278.850.200,4.293.278.223.080,(3.580.074.575.254),1.570.482.498.026,4293278223080.0,-3580074575254.0,1570482498026.0
