row_label_raw,row_label_full,Mã số,col_1,Thuyết minh,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2018 VND,Năm tài chính kết thúc ngày 31 tháng 12 năm > 2017 VND,numeric__col_1,numeric__Thuyết minh,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2018 VND,numeric__Năm tài chính kết thúc ngày 31 tháng 12 năm > 2017 VND
01,01,01,Doanh thu bán hàng và cung cấp dịch vụ,,13.515.069.659.689,10.991.670.038.524,,,13515069659689.0,10991670038524.0
02,02,02,Giảm trừ doanh thu,,(102.569.985.875),(71.699.927.867),,,-102569985875.0,-71699927867.0
10,10,10,Doanh thu thuần về bán hàng và cung cấp dịch vụ,26,13.412.499.673.814,10.919.970.110.657,,26.0,13412499673814.0,10919970110657.0
11,11,11,Giá vốn hàng bán và cung cấp dịch vụ,27,(10.760.906.226.309),(9.046.042.247.103),,27.0,-10760906226309.0,-9046042247103.0
20,20,20,Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,2.651.593.447.505,1.873.927.863.554,,,2651593447505.0,1873927863554.0
21,21,21,Doanh thu hoạt động tài chính,28,18.781.028.081,14.778.365.031,,28.0,18781028081.0,14778365031.0
22,22,22,Chi phí tài chính,29,(67.120.878.006),(57.073.492.581),,29.0,-67120878006.0,-57073492581.0
23,23,23,- Trong đó: Chi phí lãi vay,,(61.984.346.502),(55.578.895.516),,,-61984346502.0,-55578895516.0
25,25,25,Chi phí bán hàng,30,(1.118.863.127.610),(751.639.529.843),,30.0,-1118863127610.0,-751639529843.0
26,26,26,Chi phí quản lý doanh nghiệp,31,(311.505.448.839),(182.092.972.237),,31.0,-311505448839.0,-182092972237.0
30,30,30,Lợi nhuận thuần từ hoạt động kinh doanh,,1.172.885.021.131,897.900.233.924,,,1172885021131.0,897900233924.0
31,31,31,Thu nhập khác,,4.553.840.272,7.320.918.735,,,4553840272.0,7320918735.0
32,32,32,Chi phí khác,,(2.698.883.470),(1.375.527.317),,,-2698883470.0,-1375527317.0
40,40,40,Lợi nhuận khác,,1.854.956.802,5.945.391.418,,,1854956802.0,5945391418.0
50,50,50,Tổng lợi nhuận kế toán trước thuế,,1.174.739.977.933,903.845.625.342,,,1174739977933.0,903845625342.0
51,51,51,"Chi phí thuế thu nhập doanh nghiệp (""TNDN"") hiện hành",32,(237.357.551.907),(179.918.211.850),,32.0,-237357551907.0,-179918211850.0
52,52,52,Chi phí thuế TNDN hoãn lại,32,3.858.482.734,(484.064.550),,32.0,3858482734.0,-484064550.0
60,60,60,Lợi nhuận sau thuế TNDN,,941.240.908.760,723.443.348.942,,,941240908760.0,723443348942.0
