row_label_raw,row_label_full,Công ty TNHH MTV Giám định PNJ,317.216.438,332.219.180,numeric__317.216.438,numeric__332.219.180
Công ty TNHH MTV Chế tác và Kinh doanh Trang sức PNJ,Công ty TNHH MTV Chế tác và Kinh doanh Trang sức PNJ,Công ty TNHH MTV Chế tác và Kinh doanh Trang sức PNJ,13.451.895,-,13451895.0,
,,,330.668.333,332.219.180,330668333.0,332219180.0
