row_label_raw,row_label_full,Công ty TNHH MTV Thời trang CAO,-,13.759.580.292,numeric__-,numeric__13.759.580.292
Công ty TNHH MTV Giám định PNJ,Công ty TNHH MTV Giám định PNJ,Công ty TNHH MTV Giám định PNJ,-,3.000.000.000,,3000000000.0
Công ty TNHH MTV Kỷ nguyênKhách hàng,Công ty TNHH MTV Kỷ nguyênKhách hàng,Công ty TNHH MTV Kỷ nguyênKhách hàng,140.000.000,-,140000000.0,
,,,140.000.000,16.759.580.292,140000000.0,16759580292.0
