row_label_raw,row_label_full,col_0,Nơi thành lập và hoạt động,2018,2018_1,2017,2017_1,Hoạt động chính,numeric__Nơi thành lập và hoạt động,numeric__2018,numeric__2018_1,numeric__2017,numeric__2017_1,numeric__Hoạt động chính
,,,Nơi thành lập và hoạt động,Tỷ lệ sở hữu %,Tỷ lệ biểu quyết %,Tỷ lệ sở hữu %,Tỷ lệ biểu quyết %,Hoạt động chính,,,,,,
Công ty TNHH MTV Thời trang CAO,Công ty TNHH MTV Thời trang CAO,Công ty TNHH MTV Thời trang CAO,Thành phố Hồ Chí Minh,100,100,100,100,Kinh doanh trang sức,,100.0,100.0,100.0,100.0,
"Công ty TNHH MTV Giám định PNJ (""PLC"")","Công ty TNHH MTV Giám định PNJ (""PLC"")","Công ty TNHH MTV Giám định PNJ (""PLC"")",Thành phố Hồ Chí Minh,100,100,100,100,"Tư vấn và giám định vàng, bạc và đá quý",,100.0,100.0,100.0,100.0,
"Công ty TNHH MTV Chế tác và Kinh doanh Trang sức PNJ (""PNJP"")","Công ty TNHH MTV Chế tác và Kinh doanh Trang sức PNJ (""PNJP"")","Công ty TNHH MTV Chế tác và Kinh doanh Trang sức PNJ (""PNJP"")",Thành phố Hồ Chí Minh,100,100,-,-,Chế tác và kinh doanh trang sức,,100.0,100.0,,,
Công ty TNHH MTV Kỳ nguyên Khách hàng,Công ty TNHH MTV Kỳ nguyên Khách hàng,Công ty TNHH MTV Kỳ nguyên Khách hàng,Thành phố Hồ Chí Minh,100,100,-,-,Bán lẻ hàng hóa,,100.0,100.0,,,
