row_label_raw,row_label_full,col_0,Bất động sản,Bất động sản_1,numeric__Bất động sản,numeric__Bất động sản_1
,,,2018VND,2017VND,,
Dưới 1 năm,Dưới 1 năm,Dưới 1 năm,122.608.861.472,77.845.676.728,122608861472.0,77845676728.0
Từ 1 đến 5 năm,Từ 1 đến 5 năm,Từ 1 đến 5 năm,326.424.289.161,235.996.302.498,326424289161.0,235996302498.0
Trên 5 năm,Trên 5 năm,Trên 5 năm,193.339.720.890,69.137.458.984,193339720890.0,69137458984.0
Tổng cộng các khoản thanh toán tối thiểu,Tổng cộng các khoản thanh toán tối thiểu,Tổng cộng các khoản thanh toán tối thiểu,642.372.871.523,382.979.438.210,642372871523.0,382979438210.0
