row_label_raw,row_label_full,col_0,"Nhà cửa,vật kiến trúcVND",Máy mócthiết bịVND,Phương tiệnvận tảiVND,Thiết bịquản lýVND,Tổng cộngVND,"numeric__Nhà cửa,vật kiến trúcVND",numeric__Máy mócthiết bịVND,numeric__Phương tiệnvận tảiVND,numeric__Thiết bịquản lýVND,numeric__Tổng cộngVND
Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,Nguyên giá,,,,,
Tại ngày 1 tháng 1 năm 2018,Nguyên giá > Tại ngày 1 tháng 1 năm 2018,Tại ngày 1 tháng 1 năm 2018,135.768.102.826,188.951.888.481,23.459.146.196,43.245.998.368,391.425.135.871,135768102826.0,188951888481.0,23459146196.0,43245998368.0,391425135871.0
Mua trong năm,Nguyên giá > Mua trong năm,Mua trong năm,3.408.685.300,27.028.268.198,6.833.350.000,13.029.204.841,50.299.508.339,3408685300.0,27028268198.0,6833350000.0,13029204841.0,50299508339.0
Góp vốn vào công ty con,Nguyên giá > Góp vốn vào công ty con,Góp vốn vào công ty con,(344.562.902),(177.844.337.634),(1.631.707.945),(11.735.899.265),(191.556.507.746),-344562902.0,-177844337634.0,-1631707945.0,-11735899265.0,-191556507746.0
"Thanh lý, nhượng bán","Nguyên giá > Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,(3.093.157.126),(717.765.800),(650.548.000),(4.461.470.926),,-3093157126.0,-717765800.0,-650548000.0,-4461470926.0
Tại ngày 31 tháng 12 năm 2018,Nguyên giá > Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,138.832.225.224,35.042.661.919,27.943.022.451,43.888.755.944,245.706.665.538,138832225224.0,35042661919.0,27943022451.0,43888755944.0,245706665538.0
Khẩu hao lũy kế,Khẩu hao lũy kế,Khẩu hao lũy kế,Khẩu hao lũy kế,Khẩu hao lũy kế,Khẩu hao lũy kế,Khẩu hao lũy kế,Khẩu hao lũy kế,,,,,
Tại ngày 1 tháng 1 năm 2018,Khẩu hao lũy kế > Tại ngày 1 tháng 1 năm 2018,Tại ngày 1 tháng 1 năm 2018,31.462.829.253,116.632.582.522,8.036.913.664,32.088.525.979,188.220.851.418,31462829253.0,116632582522.0,8036913664.0,32088525979.0,188220851418.0
Khẩu hao trong năm,Khẩu hao lũy kế > Khẩu hao trong năm,Khẩu hao trong năm,5.983.948.505,12.467.317.339,3.076.946.634,4.011.210.579,25.539.423.057,5983948505.0,12467317339.0,3076946634.0,4011210579.0,25539423057.0
Góp vốn vào công ty con,Khẩu hao lũy kế > Góp vốn vào công ty con,Góp vốn vào công ty con,-,(103.506.787.607),(355.942.936),(3.180.190.984),(107.042.921.527),,-103506787607.0,-355942936.0,-3180190984.0,-107042921527.0
"Thanh lý, nhượng bán","Khẩu hao lũy kế > Thanh lý, nhượng bán","Thanh lý, nhượng bán",-,(2.017.492.078),(717.765.800),(650.548.000),(3.385.805.878),,-2017492078.0,-717765800.0,-650548000.0,-3385805878.0
Tại ngày 31 tháng 12 năm 2018,Khẩu hao lũy kế > Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,37.446.777.758,23.575.620.176,10.040.151.562,32.268.997.574,103.331.547.070,37446777758.0,23575620176.0,10040151562.0,32268997574.0,103331547070.0
Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,Giá trị còn lại,,,,,
Tại ngày 1 tháng 1 năm 2018,Giá trị còn lại > Tại ngày 1 tháng 1 năm 2018,Tại ngày 1 tháng 1 năm 2018,104.305.273.573,72.319.305.959,15.422.232.532,11.157.472.389,203.204.284.453,104305273573.0,72319305959.0,15422232532.0,11157472389.0,203204284453.0
Tại ngày 31 tháng 12 năm 2018,Giá trị còn lại > Tại ngày 31 tháng 12 năm 2018,Tại ngày 31 tháng 12 năm 2018,101.385.447.466,11.467.041.743,17.902.870.889,11.619.758.370,142.375.118.468,101385447466.0,11467041743.0,17902870889.0,11619758370.0,142375118468.0
