row_label_raw,row_label_full,col_0,Giá trị sổ kế toán > 31/12/2018,Giá trị sổ kế toán > 01/01/2018,numeric__Giá trị sổ kế toán > 31/12/2018,numeric__Giá trị sổ kế toán > 01/01/2018
,,,VND,VND,,
Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,,
Vay và nợ,Nợ phải trả tài chính > Vay và nợ,Vay và nợ,1.969.746.776.706,1.821.126.664.677,1969746776706.0,1821126664677.0
"Phải trả người bán, phải trả khác","Nợ phải trả tài chính > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",814.666.507.310,831.521.259.227,814666507310.0,831521259227.0
Chỉ phí phải trả,Nợ phải trả tài chính > Chỉ phí phải trả,Chỉ phí phải trả,139.453.399.280,205.846.786.068,139453399280.0,205846786068.0
,,,2.923.866.683.296,2.858.494.709.972,2923866683296.0,2858494709972.0
