row_label_raw,row_label_full,col_0,31/12/2018 > Giá trịVND,31/12/2018 > Dự phòngVND,01/01/2018 > Giá trịVND,01/01/2018 > Dự phòngVND,numeric__31/12/2018 > Giá trịVND,numeric__31/12/2018 > Dự phòngVND,numeric__01/01/2018 > Giá trịVND,numeric__01/01/2018 > Dự phòngVND
"a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn","a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn","a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn","a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn","a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn","a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn","a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn",,,,
- Ban Quản lý dự án các Công trình Điện Miền Bắc,"a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Ban Quản lý dự án các Công trình Điện Miền Bắc",- Ban Quản lý dự án các Công trình Điện Miền Bắc,56.221.017.035,-,45.755.720.012,-,56221017035.0,,45755720012.0,
- Ban Quản lý dự án các Công trình Điện Miền Nam,"a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Ban Quản lý dự án các Công trình Điện Miền Nam",- Ban Quản lý dự án các Công trình Điện Miền Nam,29.982.604.929,-,17.543.840.566,-,29982604929.0,,17543840566.0,
- Ban Quản lý dự án lưới điện Thành phố Hồ Chí Minh,"a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Ban Quản lý dự án lưới điện Thành phố Hồ Chí Minh",- Ban Quản lý dự án lưới điện Thành phố Hồ Chí Minh,26.615.418.323,-,74.052.177.496,-,26615418323.0,,74052177496.0,
- Ban Quản lý dự án các Công trình Điện Miền Trung,"a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Ban Quản lý dự án các Công trình Điện Miền Trung",- Ban Quản lý dự án các Công trình Điện Miền Trung,44.794.365.181,-,-,-,44794365181.0,,,
- Công ty Cổ phần Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,"a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty Cổ phần Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh",- Công ty Cổ phần Đầu tư Kinh doanh Điện lực Thành phố Hồ Chí Minh,51.725.068.436,-,44.846.944.387,-,51725068436.0,,44846944387.0,
- Tổng Công ty Điện lực Miền Bắc,"a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Tổng Công ty Điện lực Miền Bắc",- Tổng Công ty Điện lực Miền Bắc,51.904.875.521,-,38.313.056.018,-,51904875521.0,,38313056018.0,
- Văn phòng điều hành DAU TIENG,"a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Văn phòng điều hành DAU TIENG",- Văn phòng điều hành DAU TIENG,36.617.681.355,-,-,-,36617681355.0,,,
- Tổng Công ty Điện lực Thành phố Hà Nội,"a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Tổng Công ty Điện lực Thành phố Hà Nội",- Tổng Công ty Điện lực Thành phố Hà Nội,66.433.701.404,-,89.183.953.183,-,66433701404.0,,89183953183.0,
- Tổng Công ty Khoáng sản TKV - CTCP,"a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Tổng Công ty Khoáng sản TKV - CTCP",- Tổng Công ty Khoáng sản TKV - CTCP,21.600.087.492,-,-,-,21600087492.0,,,
- Công ty Cổ phần Kỹ thuật Cơ điện và Đầu tư Hạ tầng,"a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty Cổ phần Kỹ thuật Cơ điện và Đầu tư Hạ tầng",- Công ty Cổ phần Kỹ thuật Cơ điện và Đầu tư Hạ tầng,35.565.770.592,-,-,-,35565770592.0,,,
- Công ty Cổ phần Năng lượng Tái tạo BIM,"a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty Cổ phần Năng lượng Tái tạo BIM",- Công ty Cổ phần Năng lượng Tái tạo BIM,35.784.740.722,-,-,-,35784740722.0,,,
- Các khoản phải thu khách hàng khác,"a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Các khoản phải thu khách hàng khác",- Các khoản phải thu khách hàng khác,575.149.487.873,(662.047.795),566.501.018.722,(1.177.600.704),575149487873.0,-662047795.0,566501018722.0,-1177600704.0
,,,1.032.394.818.863,(662.047.795),876.196.710.384,(1.177.600.704),1032394818863.0,-662047795.0,876196710384.0,-1177600704.0
b) Phải thu khách hàng là các bên liên quan,"a, Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > b) Phải thu khách hàng là các bên liên quan",b) Phải thu khách hàng là các bên liên quan,29.270.626.000,-,-,-,29270626000.0,,,
