row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2018 > VND,Năm 2017 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2018 > VND,numeric__Năm 2017 > VND
,,,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
01,01,01,1. Lợi nhuận trước thuế,,579.469.694.373,302.883.710.587,,,579469694373.0,302883710587.0
01,01,01,2. Điều chỉnh cho các khoản,,,,,,,
02,01 > 02,02,- Khấu hao tài sản cố định và bất động sản đầu tư,,154.213.426.209,115.292.859.448,,,154213426209.0,115292859448.0
03,01 > 03,03,- Các khoản dự phòng,,(62.457.807.228),(76.876.021.425),,,-62457807228.0,-76876021425.0
04,01 > 04,04,"- Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",,(24.901.495),(37.935.519),,,-24901495.0,-37935519.0
05,01 > 05,05,"- Lãi, lỗ từ hoạt động đầu tư",,(29.325.164.868),(6.669.901.222),,,-29325164868.0,-6669901222.0
06,01 > 06,06,- Chi phí lãi vay,,147.742.764.402,95.637.929.738,,,147742764402.0,95637929738.0
08,01 > 08,08,3. Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,,789.618.011.393,430.230.641.607,,,789618011393.0,430230641607.0
09,01 > 09,09,"- Tăng, giảm các khoản phải thu",,(245.458.731.553),(113.187.530.202),,,-245458731553.0,-113187530202.0
10,01 > 10,10,"- Tăng, giảm hàng tồn kho",,326.181.045.745,(552.932.889.286),,,326181045745.0,-552932889286.0
11,01 > 11,11,"- Tăng, giảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)",,(142.224.264.561),228.191.464.553,,,-142224264561.0,228191464553.0
12,01 > 12,12,"- Tăng, giảm chi phí trả trước",,6.688.883.648,(23.087.400.115),,,6688883648.0,-23087400115.0
14,01 > 14,14,- Tiền lãi vay đã trả,,(149.336.724.123),(77.672.173.576),,,-149336724123.0,-77672173576.0
15,01 > 15,15,- Thuế thu nhập doanh nghiệp đã nộp,,(65.975.169.370),(62.703.602.242),,,-65975169370.0,-62703602242.0
17,01 > 17,17,- Tiền chi khác cho hoạt động kinh doanh,,(6.338.424.049),(8.743.104.160),,,-6338424049.0,-8743104160.0
20,01 > 20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,513.154.627.130,(179.904.593.421),,,513154627130.0,-179904593421.0
,,,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,,
21,01 > 21,21,"1. Tiền chi để mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",,(531.462.238.777),(820.525.360.891),,,-531462238777.0,-820525360891.0
22,01 > 22,22,"2. Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",,3.913.339.311,1.999.156.386,,,3913339311.0,1999156386.0
23,01 > 23,23,"3. Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",,(42.200.000.000),(84.655.000.000),,,-42200000000.0,-84655000000.0
24,01 > 24,24,"4. Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",,52.200.000.000,4.250.000.000,,,52200000000.0,4250000000.0
25,01 > 25,25,5. Tiền chi đầu tư góp vốn vào đơn vị khác,,(43.368.429.318),(5.962.000.000),,,-43368429318.0,-5962000000.0
26,01 > 26,26,6. Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,-,1.421.535.310,,,,1421535310.0
27,01 > 27,27,"7. Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,25.814.393.175,8.649.729.035,,,25814393175.0,8649729035.0
30,01 > 30,30,Lưu chuyển tiền thuần từ hoạt động đầu tư,,(535.102.935.609),(894.821.940.160),,,-535102935609.0,-894821940160.0
