row_label_raw,row_label_full,col_0,Loại tiền,Kỳ hạn,Hình thức đảm bảo,31/12/2018,01/01/2018,numeric__Loại tiền,numeric__Kỳ hạn,numeric__Hình thức đảm bảo,numeric__31/12/2018,numeric__01/01/2018
,,,,,,VND,VND,,,,,
Ngân hàng TMCP Ngoại thương Việt Nam,Ngân hàng TMCP Ngoại thương Việt Nam,Ngân hàng TMCP Ngoại thương Việt Nam,VND,Dưới 12 tháng,Tín chấp,31.246.247.534,34.586.882.791,,,,31246247534.0,34586882791.0
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,VND,Dưới 12 tháng,Tín chấp,250.197.566.207,87.147.811.745,,,,250197566207.0,87147811745.0
Ngân hàng TMCP Công thương Việt Nam,Ngân hàng TMCP Công thương Việt Nam,Ngân hàng TMCP Công thương Việt Nam,VND,9 tháng,Tín chấp,54.613.970.924,39.070.722.651,,,,54613970924.0,39070722651.0
Ngân hàng TMCP Quân đội,Ngân hàng TMCP Quân đội,Ngân hàng TMCP Quân đội,VND,Dưới 12 tháng,Tín chấp,8.245.418.819,-,,,,8245418819.0,
Ngân hàng Shinhan Việt Nam,Ngân hàng Shinhan Việt Nam,Ngân hàng Shinhan Việt Nam,VND,3-6 tháng,Tín chấp,14.560.063.169,1.195.945.945,,,,14560063169.0,1195945945.0
Đối tượng khác,Đối tượng khác,Đối tượng khác,VND,Dưới 12 tháng,Tín chấp,11.843.000.000,7.920.600.000,,,,11843000000.0,7920600000.0
,,,,,,370.706.266.653,169.921.963.132,,,,370706266653.0,169921963132.0
