row_label_raw,row_label_full,col_0,Mối quan hệ,Năm 2018,Năm 2017,numeric__Mối quan hệ,numeric__Năm 2018,numeric__Năm 2017
,,,,VND,VND,,,
Doanh thu,Doanh thu,Doanh thu,,65.466.955.200,9.211.217.600,,65466955200.0,9211217600.0
Công ty Cổ phần Gang thép Cao Bằng,Công ty Cổ phần Gang thép Cao Bằng,Công ty Cổ phần Gang thép Cao Bằng,Công ty liên kết,65.466.955.200,9.211.217.600,,65466955200.0,9211217600.0
Thanh lý tài sản cố định,Thanh lý tài sản cố định,Thanh lý tài sản cố định,,448.000.000,-,,448000000.0,
Công ty Cổ phần Gang thép Cao Bằng,Công ty Cổ phần Gang thép Cao Bằng,Công ty Cổ phần Gang thép Cao Bằng,Công ty liên kết,448.000.000,,,448000000.0,
Số dư tại ngày kết thúc năm tài chính,Số dư tại ngày kết thúc năm tài chính,Số dư tại ngày kết thúc năm tài chính,,,,,,
,,,Mối quan hệ,31/12/2018,01/01/2018,,,
,,,,VND,VND,,,
Phải thu ngắn hạn của khách hàng,Số dư tại ngày kết thúc năm tài chính > Phải thu ngắn hạn của khách hàng,Phải thu ngắn hạn của khách hàng,,29.270.626.000,-,,29270626000.0,
Công ty Cổ phần Gang thép Cao Bằng,Số dư tại ngày kết thúc năm tài chính > Công ty Cổ phần Gang thép Cao Bằng,Công ty Cổ phần Gang thép Cao Bằng,Công ty liên kết,29.270.626.000,-,,29270626000.0,
Giao dịch với các bên liên quan khác như sau:,Giao dịch với các bên liên quan khác như sau:,Giao dịch với các bên liên quan khác như sau:,,,,,,
,,,,Năm 2018,Năm 2017,,,
,,,,VND,VND,,,
Thu nhập của Tổng Giám đốc,Giao dịch với các bên liên quan khác như sau: > Thu nhập của Tổng Giám đốc,Thu nhập của Tổng Giám đốc,,1.668.725.300,1.694.470.900,,1668725300.0,1694470900.0
Thu nhập của thành viên khác trong Ban Tổng Giám đốc và Hội đồng Quản trị,Giao dịch với các bên liên quan khác như sau: > Thu nhập của thành viên khác trong Ban Tổng Giám đốc và Hội đồng Quản trị,Thu nhập của thành viên khác trong Ban Tổng Giám đốc và Hội đồng Quản trị,,5.284.540.500,5.212.630.500,,5284540500.0,5212630500.0
