row_label_raw,row_label_full,Ngân hàng TMCP Ngoại thương Việt Nam > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam > Ngân hàng TMCP Công thương Việt Nam > Ngân hàng TMCP Tiên Phong > Đối tượng khác,Loại tiền > VND,"Lãi suất năm > Tổng lãi suất huy động tiết kiệm bằng tiền đồng kỳ hạn 12 tháng và biên độ > Lãi suất ưu đãi từ nguồn vốn hỗ trợ chương trình phát triển Năng lượng tái tạo (REDP) của WB và biên độ > Tổng lãi suất huy động tiết kiệm bằng tiền đồng kỳ hạn 12 tháng và biên độ > 8,0% > Lãi suất linh hoạt > 10,50%",Năm đáo hạn > 180 tháng kể từ ngày giải ngân > 14 năm kể từ ngày giải ngân và không quá 31/12/2031 > 180 tháng kể từ ngày giải ngân > 60 tháng kể từ ngày giải ngân > 48 tháng kể từ ngày giải ngân > 18 tháng kể từ ngày giải ngân,Hình thức đảm bảo > Tài sản hình thành từ dự án Thủy điện Bảo Lâm 3 > Tài sản hình thành từ dự án Thủy điện Trung Thu > Tài sản hình thành từ dự án Thủy điện Bảo Lâm 1 > Tài sản hình thành từ dự án Thủy điện Mông Ân > Tài sản hình thành từ dự án Thủy điện Bảo Lâm 3 A > Bảo đảm bằng dòng tiền dự án bất động sản > Tài sản hình thành từ khoản vay > Tín chấp,31/12/2018 > VND > 353.500.000.000 > 493.768.000.000 > 504.168.395.700 > 177.987.393.062 > 69.339.170.283 > - > 277.551.008 > -,01/01/2018 > VND > 364.590.366.669 > 549.878.000.000 > 518.806.344.822 > 63.027.373.676 > 4.612.343.854 > 149.496.803.144 > 473.469.380 > 320.000.000,numeric__Loại tiền > VND,"numeric__Lãi suất năm > Tổng lãi suất huy động tiết kiệm bằng tiền đồng kỳ hạn 12 tháng và biên độ > Lãi suất ưu đãi từ nguồn vốn hỗ trợ chương trình phát triển Năng lượng tái tạo (REDP) của WB và biên độ > Tổng lãi suất huy động tiết kiệm bằng tiền đồng kỳ hạn 12 tháng và biên độ > 8,0% > Lãi suất linh hoạt > 10,50%",numeric__Năm đáo hạn > 180 tháng kể từ ngày giải ngân > 14 năm kể từ ngày giải ngân và không quá 31/12/2031 > 180 tháng kể từ ngày giải ngân > 60 tháng kể từ ngày giải ngân > 48 tháng kể từ ngày giải ngân > 18 tháng kể từ ngày giải ngân,numeric__Hình thức đảm bảo > Tài sản hình thành từ dự án Thủy điện Bảo Lâm 3 > Tài sản hình thành từ dự án Thủy điện Trung Thu > Tài sản hình thành từ dự án Thủy điện Bảo Lâm 1 > Tài sản hình thành từ dự án Thủy điện Mông Ân > Tài sản hình thành từ dự án Thủy điện Bảo Lâm 3 A > Bảo đảm bằng dòng tiền dự án bất động sản > Tài sản hình thành từ khoản vay > Tín chấp,numeric__31/12/2018 > VND > 353.500.000.000 > 493.768.000.000 > 504.168.395.700 > 177.987.393.062 > 69.339.170.283 > - > 277.551.008 > -,numeric__01/01/2018 > VND > 364.590.366.669 > 549.878.000.000 > 518.806.344.822 > 63.027.373.676 > 4.612.343.854 > 149.496.803.144 > 473.469.380 > 320.000.000
,,,,,,,1.599.040.510.053,1.651.204.701.545,,,,,1599040510053.0,1651204701545.0
,,,,,,,(45.083.918.372),(124.075.117.121),,,,,-45083918372.0,-124075117121.0
Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,Khoản đến hạn trả trong vòng 12 tháng,,,,,1.553.956.591.681,1.527.129.584.424,,,,,1553956591681.0,1527129584424.0
Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,Khoản đến hạn trả sau 12 tháng,,,,,,,,,,,,
