row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2018,Năm 2017,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2018,numeric__Năm 2017
,,,,,VND,VND,,,,
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,26,5.084.421.836.905,3.160.556.015.495,,26.0,5084421836905.0,3160556015495.0
02,02,02,2. Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,3. Doanh thu thuần bán hàng và cung cấp dịch vụ,,5.084.421.836.905,3.160.556.015.495,,,5084421836905.0,3160556015495.0
11,02 > 11,11,4. Giá vốn hàng bán,27,4.218.667.947.739,2.679.355.613.403,,27.0,4218667947739.0,2679355613403.0
20,02 > 20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,865.753.889.166,481.200.402.091,,,865753889166.0,481200402091.0
21,02 > 21,21,6. Doanh thu hoạt động tài chính,28,28.419.210.108,10.682.208.251,,28.0,28419210108.0,10682208251.0
22,02 > 22,22,7. Chi phí tài chính,29,150.084.886.599,103.214.805.934,,29.0,150084886599.0,103214805934.0
23,02 > 23,23,Trong đó: Chi phí lãi vay,,147.742.764.402,95.637.929.738,,,147742764402.0,95637929738.0
24,02 > 24,24,"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",,4.722.305.941,592.279.403,,,4722305941.0,592279403.0
25,02 > 25,25,9. Chi phí bán hàng,30,46.926.242.004,(16.514.489.887),,30.0,46926242004.0,-16514489887.0
26,02 > 26,26,10. Chi phí quản lý doanh nghiệp,31,161.494.624.544,142.600.368.266,,31.0,161494624544.0,142600368266.0
30,02 > 30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,540.389.652.068,263.174.205.432,,,540389652068.0,263174205432.0
31,02 > 31,31,12. Thu nhập khác,32,46.967.843.168,40.922.282.888,,32.0,46967843168.0,40922282888.0
32,02 > 32,32,13. Chi phí khác,33,7.887.800.863,1.212.777.733,,33.0,7887800863.0,1212777733.0
40,02 > 40,40,14. Lợi nhuận khác,,39.080.042.305,39.709.505.155,,,39080042305.0,39709505155.0
50,02 > 50,50,15. Tổng lợi nhuận kế toán trước thuế,,579.469.694.373,302.883.710.587,,,579469694373.0,302883710587.0
51,02 > 51,51,16 Chi phí thuế thu nhập doanh nghiệp hiện hành,34,88.786.118.062,48.848.906.901,,34.0,88786118062.0,48848906901.0
52,02 > 52,52,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,35,(717.900.562),(2.267.072.625),,35.0,-717900562.0,-2267072625.0
60,02 > 60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,,491.401.476.874,256.301.876.310,,,491401476874.0,256301876310.0
61,02 > 61,61,19. Lợi nhuận sau thuế của Công ty mẹ,,466.549.998.401,236.661.088.790,,,466549998401.0,236661088790.0
62,02 > 62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,24.851.478.473,19.640.787.520,,,24851478473.0,19640787520.0
70,02 > 70,70,21. Lãi cơ bản trên cổ phiếu,36,3.514,1.782,,36.0,3514.0,1782.0
