row_label_raw,row_label_full,Tên công ty,Giấy phép hoạt động,Lĩnh vực hoạt động,% sở hữu,numeric__Giấy phép hoạt động,numeric__Lĩnh vực hoạt động,numeric__% sở hữu
"Công ty TNHH Quản lý Nợ và Khai thác tài sản Ngân hàng Thương mại Cổ phần Quân đội (""MB AMC"")","Công ty TNHH Quản lý Nợ và Khai thác tài sản Ngân hàng Thương mại Cổ phần Quân đội (""MB AMC"")","Công ty TNHH Quản lý Nợ và Khai thác tài sản Ngân hàng Thương mại Cổ phần Quân đội (""MB AMC"")","0105281799 do Sở Kế hoạch và Đầu tư Hà Nội cấp ngày 11 tháng 9 năm 2002, thay đổi lần thứ 20 ngày 25 tháng 12 năm 2018",Quản lý nợ và khai thác tài sản,"100,00%",,,1.0
"Công ty Cổ phần Chứng khoán MB (""MBS"")","Công ty Cổ phần Chứng khoán MB (""MBS"")","Công ty Cổ phần Chứng khoán MB (""MBS"")",116/GP-UBCK ngày 9 tháng 12 năm 2013 do Ủy ban Chứng khoán Nhà nước cấp,Chứng khoán,"79,73%",,,0.7973
"Công ty Cổ phần Quản lý Quỹ Đầu tư MB (""MB Cap"")","Công ty Cổ phần Quản lý Quỹ Đầu tư MB (""MB Cap"")","Công ty Cổ phần Quản lý Quỹ Đầu tư MB (""MB Cap"")",21/UBCK-GPĐCQLQ ngày 15 tháng 11 năm 2007 và Giấy phép điều chỉnh gần nhất số 06/GPĐC-UBCK ngày 8 tháng 2 năm 2021 do Ủy Ban Chứng khoán Nhà nước cấp,Quản lý quỹ đầu tư,"90,77%",,,0.9077
"Công ty Tài chính TNHH MB Shinsei (""Mcredit"") (*)","Công ty Tài chính TNHH MB Shinsei (""Mcredit"") (*)","Công ty Tài chính TNHH MB Shinsei (""Mcredit"") (*)",27/GP-NHNN ngày 4 tháng 2 năm 2016 do Ngân hàng Nhà nước Việt Nam cấp,Tài chính tiêu dùng,"50,00%",,,0.5
"Tổng Công ty Cổ phần Bảo hiểm Quân đội (""MIC"")","Tổng Công ty Cổ phần Bảo hiểm Quân đội (""MIC"")","Tổng Công ty Cổ phần Bảo hiểm Quân đội (""MIC"")",43/GP/KDBH ngày 8 tháng 10 năm 2007 và Giấy phép điều chỉnh gần nhất số 43/GPDC37/KDBH ngày 18 tháng 6 năm 2021 do Bộ Tài Chính cấp,Bảo hiểm phi nhân thọ,"68,37%",,,0.6837000000000001
"Công ty TNHH Bảo hiểm Nhân thọ MB Ageas (""MBAL"")","Công ty TNHH Bảo hiểm Nhân thọ MB Ageas (""MBAL"")","Công ty TNHH Bảo hiểm Nhân thọ MB Ageas (""MBAL"")",74/GP/KDBH ngày 21 tháng 7 năm 2016 do Bộ Tài chính cấp,"Bảo hiểm nhân thọ, bảo hiểm sức khỏe và đầu tư tài chính","61,00%",,,0.61
"Ngân hàng Đại chúng TNHH MB Campuchia (""MB Cambodia"")","Ngân hàng Đại chúng TNHH MB Campuchia (""MB Cambodia"")","Ngân hàng Đại chúng TNHH MB Campuchia (""MB Cambodia"")",MOC-00021616 do Bộ thương mại Vương quốc Campuchia cấp ngày 2 tháng 1 năm 2023,Ngân hàng Thương mại,"100,00%",,,1.0
