row_label_raw,row_label_full,Khoản mục biến động lớn,Giá trị triệu đồng,numeric__Giá trị triệu đồng
Tăng thu nhập lãi thuần,Tăng thu nhập lãi thuần,Tăng thu nhập lãi thuần,2.955.325,2955325.0
Tăng lãi thuần từ hoạt động dịch vụ,Tăng lãi thuần từ hoạt động dịch vụ,Tăng lãi thuần từ hoạt động dịch vụ,920.864,920864.0
Giảm lãi thuần từ hoạt động kinh doanh ngoại hồi,Giảm lãi thuần từ hoạt động kinh doanh ngoại hồi,Giảm lãi thuần từ hoạt động kinh doanh ngoại hồi,(497.078),-497078.0
"Giảm lãi thuần từ mua bán chứng khoán kinh doanh, chứng khoán đầu tư và đầu tư dài hạn","Giảm lãi thuần từ mua bán chứng khoán kinh doanh, chứng khoán đầu tư và đầu tư dài hạn","Giảm lãi thuần từ mua bán chứng khoán kinh doanh, chứng khoán đầu tư và đầu tư dài hạn",(641.675),-641675.0
Tăng thu nhập thuần từ hoạt động khác,Tăng thu nhập thuần từ hoạt động khác,Tăng thu nhập thuần từ hoạt động khác,300.161,300161.0
"Tăng thu nhập từ góp vốn, mua cổ phần","Tăng thu nhập từ góp vốn, mua cổ phần","Tăng thu nhập từ góp vốn, mua cổ phần",112.057,112057.0
Tăng chi phí hoạt động,Tăng chi phí hoạt động,Tăng chi phí hoạt động,(844.932),-844932.0
Giảm chi phí dự phòng rủi ro tín dụng,Giảm chi phí dự phòng rủi ro tín dụng,Giảm chi phí dự phòng rủi ro tín dụng,2.064.907,2064907.0
,,,4.369.629,4369629.0
