row_label_raw,row_label_full,1. Thù lao Hội đồng Quản trị- Ông Lưu Trung Thái,Chức danhChủ tịch(bố nhiệm từ ngày 12tháng 4 năm 2023)Chủ tịch(miễn nhiệm từ ngày 12tháng 4 năm 2023),31/12/2023triệu đồng > 15.153,31/12/2022triệu đồng > 14.404,numeric__Chức danhChủ tịch(bố nhiệm từ ngày 12tháng 4 năm 2023)Chủ tịch(miễn nhiệm từ ngày 12tháng 4 năm 2023),numeric__31/12/2023triệu đồng > 15.153,numeric__31/12/2022triệu đồng > 14.404
- Ông Lê Hữu Đức,- Ông Lê Hữu Đức,- Ông Lê Hữu Đức,Phó Chủ tịch HĐQT,2.576,2.510,,2576.0,2510.0
- Bà Vũ Thị Hải Phương- Bà Nguyễn Thị Ngọc- Bà Nguyễn Thị Thủy- Ông Lê Việt Hải- Ông Trần Trung Tín- Thù lao trả cho thành viên Hội đồng Quản trị thông qua doanh nghiệp cử người đại diện,- Bà Vũ Thị Hải Phương- Bà Nguyễn Thị Ngọc- Bà Nguyễn Thị Thủy- Ông Lê Việt Hải- Ông Trần Trung Tín- Thù lao trả cho thành viên Hội đồng Quản trị thông qua doanh nghiệp cử người đại diện,- Bà Vũ Thị Hải Phương- Bà Nguyễn Thị Ngọc- Bà Nguyễn Thị Thủy- Ông Lê Việt Hải- Ông Trần Trung Tín- Thù lao trả cho thành viên Hội đồng Quản trị thông qua doanh nghiệp cử người đại diện,,2.409,2.336,,2409.0,2336.0
- Bà Vũ Thị Hải Phương- Bà Nguyễn Thị Ngọc- Bà Nguyễn Thị Thủy- Ông Lê Việt Hải- Ông Trần Trung Tín- Thù lao trả cho thành viên Hội đồng Quản trị thông qua doanh nghiệp cử người đại diện,- Bà Vũ Thị Hải Phương- Bà Nguyễn Thị Ngọc- Bà Nguyễn Thị Thủy- Ông Lê Việt Hải- Ông Trần Trung Tín- Thù lao trả cho thành viên Hội đồng Quản trị thông qua doanh nghiệp cử người đại diện,- Bà Vũ Thị Hải Phương- Bà Nguyễn Thị Ngọc- Bà Nguyễn Thị Thủy- Ông Lê Việt Hải- Ông Trần Trung Tín- Thù lao trả cho thành viên Hội đồng Quản trị thông qua doanh nghiệp cử người đại diện,,2.409,2.336,,2409.0,2336.0
- Bà Vũ Thị Hải Phương- Bà Nguyễn Thị Ngọc- Bà Nguyễn Thị Thủy- Ông Lê Việt Hải- Ông Trần Trung Tín- Thù lao trả cho thành viên Hội đồng Quản trị thông qua doanh nghiệp cử người đại diện,- Bà Vũ Thị Hải Phương- Bà Nguyễn Thị Ngọc- Bà Nguyễn Thị Thủy- Ông Lê Việt Hải- Ông Trần Trung Tín- Thù lao trả cho thành viên Hội đồng Quản trị thông qua doanh nghiệp cử người đại diện,- Bà Vũ Thị Hải Phương- Bà Nguyễn Thị Ngọc- Bà Nguyễn Thị Thủy- Ông Lê Việt Hải- Ông Trần Trung Tín- Thù lao trả cho thành viên Hội đồng Quản trị thông qua doanh nghiệp cử người đại diện,,2.018,1.956,,2018.0,1956.0
- Bà Vũ Thị Hải Phương- Bà Nguyễn Thị Ngọc- Bà Nguyễn Thị Thủy- Ông Lê Việt Hải- Ông Trần Trung Tín- Thù lao trả cho thành viên Hội đồng Quản trị thông qua doanh nghiệp cử người đại diện,- Bà Vũ Thị Hải Phương- Bà Nguyễn Thị Ngọc- Bà Nguyễn Thị Thủy- Ông Lê Việt Hải- Ông Trần Trung Tín- Thù lao trả cho thành viên Hội đồng Quản trị thông qua doanh nghiệp cử người đại diện,- Bà Vũ Thị Hải Phương- Bà Nguyễn Thị Ngọc- Bà Nguyễn Thị Thủy- Ông Lê Việt Hải- Ông Trần Trung Tín- Thù lao trả cho thành viên Hội đồng Quản trị thông qua doanh nghiệp cử người đại diện,,586,592,,586.0,592.0
- Bà Vũ Thị Hải Phương- Bà Nguyễn Thị Ngọc- Bà Nguyễn Thị Thủy- Ông Lê Việt Hải- Ông Trần Trung Tín- Thù lao trả cho thành viên Hội đồng Quản trị thông qua doanh nghiệp cử người đại diện,- Bà Vũ Thị Hải Phương- Bà Nguyễn Thị Ngọc- Bà Nguyễn Thị Thủy- Ông Lê Việt Hải- Ông Trần Trung Tín- Thù lao trả cho thành viên Hội đồng Quản trị thông qua doanh nghiệp cử người đại diện,- Bà Vũ Thị Hải Phương- Bà Nguyễn Thị Ngọc- Bà Nguyễn Thị Thủy- Ông Lê Việt Hải- Ông Trần Trung Tín- Thù lao trả cho thành viên Hội đồng Quản trị thông qua doanh nghiệp cử người đại diện,,2.208,2.140,,2208.0,2140.0
- Bà Vũ Thị Hải Phương- Bà Nguyễn Thị Ngọc- Bà Nguyễn Thị Thủy- Ông Lê Việt Hải- Ông Trần Trung Tín- Thù lao trả cho thành viên Hội đồng Quản trị thông qua doanh nghiệp cử người đại diện,- Bà Vũ Thị Hải Phương- Bà Nguyễn Thị Ngọc- Bà Nguyễn Thị Thủy- Ông Lê Việt Hải- Ông Trần Trung Tín- Thù lao trả cho thành viên Hội đồng Quản trị thông qua doanh nghiệp cử người đại diện,- Bà Vũ Thị Hải Phương- Bà Nguyễn Thị Ngọc- Bà Nguyễn Thị Thủy- Ông Lê Việt Hải- Ông Trần Trung Tín- Thù lao trả cho thành viên Hội đồng Quản trị thông qua doanh nghiệp cử người đại diện,,6.340,6.395,,6340.0,6395.0
2. Ban Kiểm soát3. Tiền lương của Tổng Giám đốc và các Phó Tổng Giám đốc- Ông Lưu Trung Thái,2. Ban Kiểm soát3. Tiền lương của Tổng Giám đốc và các Phó Tổng Giám đốc- Ông Lưu Trung Thái,2. Ban Kiểm soát3. Tiền lương của Tổng Giám đốc và các Phó Tổng Giám đốc- Ông Lưu Trung Thái,Tổng giám đốc(miễn nhiệm từ ngày 12tháng 4 năm 2023)Tổng giám đốc(bố nhiệm từ ngày 18tháng 5 năm 2023),16.391,15.184,,16391.0,15184.0
- Ông Phạm Như Ánh,- Ông Phạm Như Ánh,- Ông Phạm Như Ánh,Tổng giám đốc(miễn nhiệm từ ngày 12tháng 4 năm 2023)Tổng giám đốc(bố nhiệm từ ngày 18tháng 5 năm 2023),1.253,3.062,,1253.0,3062.0
- Ông Phạm Như Ánh,- Ông Phạm Như Ánh,- Ông Phạm Như Ánh,Tổng giám đốc(miễn nhiệm từ ngày 12tháng 4 năm 2023)Tổng giám đốc(bố nhiệm từ ngày 18tháng 5 năm 2023),2.688,-,,2688.0,
- Bà Nguyễn Minh Châu- Ông Trần Minh Đạt- Bà Phạm Thị Trung Hà- Ông Hà Trọng Khiêm- Ông Lê Quốc Minh,- Bà Nguyễn Minh Châu- Ông Trần Minh Đạt- Bà Phạm Thị Trung Hà- Ông Hà Trọng Khiêm- Ông Lê Quốc Minh,- Bà Nguyễn Minh Châu- Ông Trần Minh Đạt- Bà Phạm Thị Trung Hà- Ông Hà Trọng Khiêm- Ông Lê Quốc Minh,Phó Tổng giám đốcPhó Tổng giám đốcPhó Tổng giám đốcPhó Tổng giám đốcPhó Tổng giám đốcPhó Tổng giám đốc,2.834,2.757,,2834.0,2757.0
- Bà Nguyễn Minh Châu- Ông Trần Minh Đạt- Bà Phạm Thị Trung Hà- Ông Hà Trọng Khiêm- Ông Lê Quốc Minh,- Bà Nguyễn Minh Châu- Ông Trần Minh Đạt- Bà Phạm Thị Trung Hà- Ông Hà Trọng Khiêm- Ông Lê Quốc Minh,- Bà Nguyễn Minh Châu- Ông Trần Minh Đạt- Bà Phạm Thị Trung Hà- Ông Hà Trọng Khiêm- Ông Lê Quốc Minh,Phó Tổng giám đốcPhó Tổng giám đốcPhó Tổng giám đốcPhó Tổng giám đốcPhó Tổng giám đốcPhó Tổng giám đốc,2.364,2.301,,2364.0,2301.0
- Bà Nguyễn Minh Châu- Ông Trần Minh Đạt- Bà Phạm Thị Trung Hà- Ông Hà Trọng Khiêm- Ông Lê Quốc Minh,- Bà Nguyễn Minh Châu- Ông Trần Minh Đạt- Bà Phạm Thị Trung Hà- Ông Hà Trọng Khiêm- Ông Lê Quốc Minh,- Bà Nguyễn Minh Châu- Ông Trần Minh Đạt- Bà Phạm Thị Trung Hà- Ông Hà Trọng Khiêm- Ông Lê Quốc Minh,Phó Tổng giám đốcPhó Tổng giám đốcPhó Tổng giám đốcPhó Tổng giám đốcPhó Tổng giám đốcPhó Tổng giám đốc,2.761,2.688,,2761.0,2688.0
- Bà Nguyễn Minh Châu- Ông Trần Minh Đạt- Bà Phạm Thị Trung Hà- Ông Hà Trọng Khiêm- Ông Lê Quốc Minh,- Bà Nguyễn Minh Châu- Ông Trần Minh Đạt- Bà Phạm Thị Trung Hà- Ông Hà Trọng Khiêm- Ông Lê Quốc Minh,- Bà Nguyễn Minh Châu- Ông Trần Minh Đạt- Bà Phạm Thị Trung Hà- Ông Hà Trọng Khiêm- Ông Lê Quốc Minh,Phó Tổng giám đốcPhó Tổng giám đốcPhó Tổng giám đốcPhó Tổng giám đốcPhó Tổng giám đốcPhó Tổng giám đốc,2.258,2.200,,2258.0,2200.0
- Bà Nguyễn Minh Châu- Ông Trần Minh Đạt- Bà Phạm Thị Trung Hà- Ông Hà Trọng Khiêm- Ông Lê Quốc Minh,- Bà Nguyễn Minh Châu- Ông Trần Minh Đạt- Bà Phạm Thị Trung Hà- Ông Hà Trọng Khiêm- Ông Lê Quốc Minh,- Bà Nguyễn Minh Châu- Ông Trần Minh Đạt- Bà Phạm Thị Trung Hà- Ông Hà Trọng Khiêm- Ông Lê Quốc Minh,Phó Tổng giám đốcPhó Tổng giám đốcPhó Tổng giám đốcPhó Tổng giám đốcPhó Tổng giám đốcPhó Tổng giám đốc,2.233,2.176,,2233.0,2176.0
