row_label_raw,row_label_full,col_0,Dư phòng chung triệu đồng,Dư phòng cụ thể triệu đồng,Tổng cộng triệu đồng,numeric__Dư phòng chung triệu đồng,numeric__Dư phòng cụ thể triệu đồng,numeric__Tổng cộng triệu đồng
Số dư tại ngày 1 tháng 1 năm 2023,Số dư tại ngày 1 tháng 1 năm 2023,Số dư tại ngày 1 tháng 1 năm 2023,3.211.053,7.495.567,10.706.620,3211053.0,7495567.0,10706620.0
Trích lập trong năm (Thuyết minh 35),Trích lập trong năm (Thuyết minh 35),Trích lập trong năm (Thuyết minh 35),1.101.758,1.836.442,2.938.200,1101758.0,1836442.0,2938200.0
Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,Sử dụng dự phòng trong năm,-,(4.242.659),(4.242.659),,-4242659.0,-4242659.0
Biến động khác,Biến động khác,Biến động khác,(15.613),(3.214),(18.827),-15613.0,-3214.0,-18827.0
Chênh lệch tỷ giá,Chênh lệch tỷ giá,Chênh lệch tỷ giá,(278),348,70,-278.0,348.0,70.0
Số dư tại ngày 31 tháng 12 năm 2023,Số dư tại ngày 31 tháng 12 năm 2023,Số dư tại ngày 31 tháng 12 năm 2023,4.296.920,5.086.484,9.383.404,4296920.0,5086484.0,9383404.0
