row_label_raw,row_label_full,col_0,31/12/2023triệu đồng,31/12/2022triệu đồng,numeric__31/12/2023triệu đồng,numeric__31/12/2022triệu đồng
Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,Tiền gửi tại các TCTD khác,43.816.386,28.822.806,43816386.0,28822806.0
Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,Tiền gửi không kỳ hạn,16.205.770,4.984.786,16205770.0,4984786.0
- Bằng VND,- Bằng VND,- Bằng VND,1.564.735,1.052.963,1564735.0,1052963.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,14.641.035,3.931.823,14641035.0,3931823.0
Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,Tiền gửi có kỳ hạn,27.610.616,23.838.020,27610616.0,23838020.0
- Bằng VND,- Bằng VND,- Bằng VND,21.225.000,22.097.000,21225000.0,22097000.0
- Bằng ngoại tệ,- Bằng ngoại tệ,- Bằng ngoại tệ,6.385.616,1.741.020,6385616.0,1741020.0
Cho vay các TCTD khác,Cho vay các TCTD khác,Cho vay các TCTD khác,1.969.422,5.010.800,1969422.0,5010800.0
Bằng VND,Bằng VND,Bằng VND,1.484.422,2.835.000,1484422.0,2835000.0
Bằng ngoại tệ,Bằng ngoại tệ,Bằng ngoại tệ,485.000,2.175.800,485000.0,2175800.0
Dự phòng rủi ro,Dự phòng rủi ro,Dự phòng rủi ro,-,(695),,-695.0
,,,45.785.808,33.832.911,45785808.0,33832911.0
