row_label_raw,row_label_full,Tại ngày 1 tháng 1 năm 2022 > Lợi nhuận thuần trong năm > Trích lập quỹ trong năm
Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi,Trích quỹ khen thưởng phúc lợi
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm
Chia cổ tức bằng cổ phiếu,Chia cổ tức bằng cổ phiếu,Chia cổ tức bằng cổ phiếu
Điều chỉnh theo KTNN,Điều chỉnh theo KTNN,Điều chỉnh theo KTNN
Biến động khác,Biến động khác,Biến động khác
Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022,Tại ngày 31 tháng 12 năm 2022
Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm,Lợi nhuận thuần trong năm
Trích lập quỹ trong năm,Trích lập quỹ trong năm,Trích lập quỹ trong năm
Trích quỹ Khen thưởng phúc lợi,Trích quỹ Khen thưởng phúc lợi,Trích quỹ Khen thưởng phúc lợi
Sử dụng trong năm,Sử dụng trong năm,Sử dụng trong năm
Chia cổ tức trong năm bằng cổ phiếu,Chia cổ tức trong năm bằng cổ phiếu,Chia cổ tức trong năm bằng cổ phiếu
Chia cổ tức trong năm bằng tiền,Chia cổ tức trong năm bằng tiền,Chia cổ tức trong năm bằng tiền
Biến động khác,Biến động khác,Biến động khác
Chênh lệch tỷ giá,Chênh lệch tỷ giá,Chênh lệch tỷ giá
Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023,Tại ngày 31 tháng 12 năm 2023
