row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2023 triệu đồng,31/12/2022 triệu đồng,numeric__Thuyết minh,numeric__31/12/2023 triệu đồng,numeric__31/12/2022 triệu đồng
NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,NỘ PHẢI TRẢ,,,
Các khoản nợ Chính phủ và Ngân hàng Nhà nước,NỘ PHẢI TRẢ > Các khoản nợ Chính phủ và Ngân hàng Nhà nước,Các khoản nợ Chính phủ và Ngân hàng Nhà nước,19,8.738,31.788,19.0,8738.0,31788.0
Tiền gửi và vay các tổ chức tín dụng khác,NỘ PHẢI TRẢ > Tiền gửi và vay các tổ chức tín dụng khác,Tiền gửi và vay các tổ chức tín dụng khác,,88.143.045,52.100.333,,88143045.0,52100333.0
Tiền gửi của các tổ chức tín dụng khác,NỘ PHẢI TRẢ > Tiền gửi của các tổ chức tín dụng khác,Tiền gửi của các tổ chức tín dụng khác,20.1,67.981.608,31.839.080,201.0,67981608.0,31839080.0
Vay các tổ chức tín dụng khác,NỘ PHẢI TRẢ > Vay các tổ chức tín dụng khác,Vay các tổ chức tín dụng khác,20.2,20.161.437,20.261.253,202.0,20161437.0,20261253.0
Tiền gửi của khách hàng,NỘ PHẢI TRẢ > Tiền gửi của khách hàng,Tiền gửi của khách hàng,21,569.640.145,447.477.408,21.0,569640145.0,447477408.0
"Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro","NỘ PHẢI TRẢ > Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro","Vốn tài trợ, ủy thác đầu tư, cho vay tổ chức tín dụng chịu rủi ro",22,102.500,151.190,22.0,102500.0,151190.0
Phát hành giấy tờ có giá,NỘ PHẢI TRẢ > Phát hành giấy tờ có giá,Phát hành giấy tờ có giá,23,121.062.093,92.657.132,23.0,121062093.0,92657132.0
Các khoản nợ khác,NỘ PHẢI TRẢ > Các khoản nợ khác,Các khoản nợ khác,,34.491.027,25.646.506,,34491027.0,25646506.0
"Các khoản lãi, phí phải trả","NỘ PHẢI TRẢ > Các khoản lãi, phí phải trả","Các khoản lãi, phí phải trả",,13.473.197,7.733.881,,13473197.0,7733881.0
Các khoản phải trả và công nợ khác,NỘ PHẢI TRẢ > Các khoản phải trả và công nợ khác,Các khoản phải trả và công nợ khác,24,21.017.830,17.912.598,24.0,21017830.0,17912598.0
Dự phòng các khoản nợ khác,NỘ PHẢI TRẢ > Dự phòng các khoản nợ khác,Dự phòng các khoản nợ khác,,-,27,,,27.0
TỔNG NỘ PHẢI TRẢ,NỘ PHẢI TRẢ > TỔNG NỘ PHẢI TRẢ,TỔNG NỘ PHẢI TRẢ,,813.447.548,618.064.357,,813447548.0,618064357.0
VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU,,,
Vốn điều lệ,VỐN CHỦ SỞ HỮU > Vốn điều lệ,Vốn điều lệ,,52.140.841,45.339.861,,52140841.0,45339861.0
Thặng dư vốn cổ phần,VỐN CHỦ SỞ HỮU > Thặng dư vốn cổ phần,Thặng dư vốn cổ phần,,869.327,869.327,,869327.0,869327.0
Quỹ của Tổ chức tín dụng,VỐN CHỦ SỞ HỮU > Quỹ của Tổ chức tín dụng,Quỹ của Tổ chức tín dụng,,11.578.679,8.970.352,,11578679.0,8970352.0
Lợi nhuận chưa phân phối,VỐN CHỦ SỞ HỮU > Lợi nhuận chưa phân phối,Lợi nhuận chưa phân phối,,24.008.552,17.420.687,,24008552.0,17420687.0
TỔNG VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU > TỔNG VỐN CHỦ SỞ HỮU,TỔNG VỐN CHỦ SỞ HỮU,26,88.597.399,72.600.227,26.0,88597399.0,72600227.0
TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,VỐN CHỦ SỞ HỮU > TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,TỔNG NỘ PHẢI TRẢ VÀ VỐN CHỦ SỞ HỮU,,902.044.947,690.664.584,,902044947.0,690664584.0
