row_label_raw,row_label_full,Tiền gửi tại NHNN Việt Nam bằng VND (i) > Tiền gửi tại NHNN Việt Nam bằng ngoại tệ (i),31/12/2023triệu đồng > 55.350.039 > 9.392.397,31/12/2022triệu đồng > 29.921.148 > 8.771.668,numeric__31/12/2023triệu đồng > 55.350.039 > 9.392.397,numeric__31/12/2022triệu đồng > 29.921.148 > 8.771.668
Tiền gửi tại Ngân hàng Nhà nước Lào (ii),Tiền gửi tại Ngân hàng Nhà nước Lào (ii),Tiền gửi tại Ngân hàng Nhà nước Lào (ii),525.859,280.888,525859.0,280888.0
Tiền gửi tại Ngân hàng Quốc gia Campuchia,Tiền gửi tại Ngân hàng Quốc gia Campuchia,Tiền gửi tại Ngân hàng Quốc gia Campuchia,-,626.481,,626481.0
,,,65.268.295,39.600.185,65268295.0,39600185.0
