row_label_raw,row_label_full,col_0,Thuyết minh,31/12/2023 triệu đồng,31/12/2022 triệu đồng,numeric__Thuyết minh,numeric__31/12/2023 triệu đồng,numeric__31/12/2022 triệu đồng
Cho vay khách hàng,TÀI SẢN > Cho vay khách hàng,Cho vay khách hàng,10,577.862.946,435.190.951,10.0,577862946.0,435190951.0
Dự phòng rủi ro cho vay khách hàng,TÀI SẢN > Dự phòng rủi ro cho vay khách hàng,Dự phòng rủi ro cho vay khách hàng,11,(9.383.404),(10.706.620),11.0,-9383404.0,-10706620.0
Hoạt động mua nợ,TÀI SẢN > Hoạt động mua nợ,Hoạt động mua nợ,12,1.789.868,1.006.733,12.0,1789868.0,1006733.0
Mua nợ,TÀI SẢN > Mua nợ,Mua nợ,,1.848.863,1.019.898,,1848863.0,1019898.0
Dự phòng rủi ro hoạt động mua nợ,TÀI SẢN > Dự phòng rủi ro hoạt động mua nợ,Dự phòng rủi ro hoạt động mua nợ,,(58.995),(13.165),,-58995.0,-13165.0
Chứng khoán đầu tư,TÀI SẢN > Chứng khoán đầu tư,Chứng khoán đầu tư,13,142.230.526,153.555.371,13.0,142230526.0,153555371.0
Chứng khoán đầu tư sản sàng để bán,TÀI SẢN > Chứng khoán đầu tư sản sàng để bán,Chứng khoán đầu tư sản sàng để bán,13.1,140.904.606,152.053.008,131.0,140904606.0,152053008.0
Chứng khoán đầu tư giữ đến ngày đáo hạn,TÀI SẢN > Chứng khoán đầu tư giữ đến ngày đáo hạn,Chứng khoán đầu tư giữ đến ngày đáo hạn,13.2,1.790.835,1.882.935,132.0,1790835.0,1882935.0
Dự phòng rủi ro chứng khoán đầu tư,TÀI SẢN > Dự phòng rủi ro chứng khoán đầu tư,Dự phòng rủi ro chứng khoán đầu tư,13.3,(464.915),(380.572),133.0,-464915.0,-380572.0
"Góp vốn, đầu tư dài hạn","TÀI SẢN > Góp vốn, đầu tư dài hạn","Góp vốn, đầu tư dài hạn",14,7.614.535,5.805.632,14.0,7614535.0,5805632.0
Đầu tư vào công ty con,TÀI SẢN > Đầu tư vào công ty con,Đầu tư vào công ty con,,7.274.854,5.464.394,,7274854.0,5464394.0
Đầu tư dài hạn khác,TÀI SẢN > Đầu tư dài hạn khác,Đầu tư dài hạn khác,,373.173,374.373,,373173.0,374373.0
Dự phòng giảm giá đầu tư dài hạn,TÀI SẢN > Dự phòng giảm giá đầu tư dài hạn,Dự phòng giảm giá đầu tư dài hạn,,(33.492),(33.135),,-33492.0,-33135.0
Tài sản cố định,TÀI SẢN > Tài sản cố định,Tài sản cố định,,4.000.297,4.199.527,,4000297.0,4199527.0
Tài sản cố định hữu hình,TÀI SẢN > Tài sản cố định hữu hình,Tài sản cố định hữu hình,15,2.868.630,3.153.181,15.0,2868630.0,3153181.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,,6.933.555,6.463.044,,6933555.0,6463044.0
Hao mòn lũy kế,TÀI SẢN > Hao mòn lũy kế,Hao mòn lũy kế,,(4.064.925),(3.309.863),,-4064925.0,-3309863.0
Tài sản cố định vô hình,TÀI SẢN > Tài sản cố định vô hình,Tài sản cố định vô hình,16,1.131.667,1.046.346,16.0,1131667.0,1046346.0
Nguyên giá,TÀI SẢN > Nguyên giá,Nguyên giá,,3.072.470,2.630.922,,3072470.0,2630922.0
Hao mòn lũy kế,TÀI SẢN > Hao mòn lũy kế,Hao mòn lũy kế,,(1.940.803),(1.584.576),,-1940803.0,-1584576.0
Tài sản có khác,TÀI SẢN > Tài sản có khác,Tài sản có khác,,19.895.939,23.132.388,,19895939.0,23132388.0
Các khoản phải thu,TÀI SẢN > Các khoản phải thu,Các khoản phải thu,17.1,9.616.627,15.492.152,171.0,9616627.0,15492152.0
"Các khoản lãi, phí phải thu","TÀI SẢN > Các khoản lãi, phí phải thu","Các khoản lãi, phí phải thu",,7.714.671,5.895.530,,7714671.0,5895530.0
Tài sản có khác,TÀI SẢN > Tài sản có khác,Tài sản có khác,17.2,2.603.899,1.772.414,172.0,2603899.0,1772414.0
Trong đó: Lợi thế thương mại,TÀI SẢN > Trong đó: Lợi thế thương mại,Trong đó: Lợi thế thương mại,18,19.045,28.568,18.0,19045.0,28568.0
Dự phòng rủi ro cho các tài sản cónội bằng khác,TÀI SẢN > Dự phòng rủi ro cho các tài sản cónội bằng khác,Dự phòng rủi ro cho các tài sản cónội bằng khác,17.3,(39.258),(27.708),173.0,-39258.0,-27708.0
TỔNG TÀI SẢN CÓ,TÀI SẢN > TỔNG TÀI SẢN CÓ,TỔNG TÀI SẢN CÓ,,902.044.947,690.664.584,,902044947.0,690664584.0
