row_label_raw,row_label_full,col_0,Số dưđầu nămtriệu đồng,Phát sinh trong năm > Phát sinh tăngtriệu đồng,Phát sinh trong năm > Phát sinh giảmtriệu đồng,Số ducuối nămtriệu đồng,numeric__Số dưđầu nămtriệu đồng,numeric__Phát sinh trong năm > Phát sinh tăngtriệu đồng,numeric__Phát sinh trong năm > Phát sinh giảmtriệu đồng,numeric__Số ducuối nămtriệu đồng
Thuế GTGT,Thuế GTGT,Thuế GTGT,29.701,345.581,(347.611),27.671,29701.0,345581.0,-347611.0,27671.0
Thuế TNDN hiện hành,Thuế TNDN hiện hành,Thuế TNDN hiện hành,798.987,4.019.169,(1.837.276),2.980.880,798987.0,4019169.0,-1837276.0,2980880.0
Trong đó điều chỉnh theoKTNN:,Trong đó điều chỉnh theoKTNN:,Trong đó điều chỉnh theoKTNN:,Trong đó điều chỉnh theoKTNN:,Trong đó điều chỉnh theoKTNN:,Trong đó điều chỉnh theoKTNN:,Trong đó điều chỉnh theoKTNN:,,,,
Thuế GTGT,Trong đó điều chỉnh theoKTNN: > Thuế GTGT,Thuế GTGT,-,64.364,(64.364),-,,64364.0,-64364.0,
Thuế TNDN,Trong đó điều chỉnh theoKTNN: > Thuế TNDN,Thuế TNDN,-,18.323,(18.323),-,,18323.0,-18323.0,
Các loại thuế khác,Trong đó điều chỉnh theoKTNN: > Các loại thuế khác,Các loại thuế khác,52.149,819.805,(814.367),57.587,52149.0,819805.0,-814367.0,57587.0
,,,880.837,5.184.555,(2.999.254),3.066.138,880837.0,5184555.0,-2999254.0,3066138.0
