row_label_raw,row_label_full,col_0,Thuyết minh,Năm 2023 triệu đồng,Năm 2022 triệu đồng,numeric__Thuyết minh,numeric__Năm 2023 triệu đồng,numeric__Năm 2022 triệu đồng
Thu nhập lãi và các khoản thu nhập tương tự Chi phí lãi và các chi phí tương tự,Thu nhập lãi và các khoản thu nhập tương tự Chi phí lãi và các chi phí tương tự,Thu nhập lãi và các khoản thu nhập tương tự Chi phí lãi và các chi phí tương tự,,61.922.957(29.972.397),45.236.711(16.241.476),,,
Thu nhập lãi thuần,Thu nhập lãi và các khoản thu nhập tương tự Chi phí lãi và các chi phí tương tự > Thu nhập lãi thuần,Thu nhập lãi thuần,27,31.950.560,28.995.235,27.0,31950560.0,28995235.0
Thu nhập từ hoạt động dịch vụ Chi phí hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ Chi phí hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ Chi phí hoạt động dịch vụ,,4.980.716(2.420.161),3.543.212(1.903.521),,,
Lãi thuần từ hoạt động dịch vụ,Thu nhập từ hoạt động dịch vụ Chi phí hoạt động dịch vụ > Lãi thuần từ hoạt động dịch vụ,Lãi thuần từ hoạt động dịch vụ,28,2.560.555,1.639.691,28.0,2560555.0,1639691.0
Lãi thuần từ hoạt động kinh doanh ngoại hối,Thu nhập từ hoạt động dịch vụ Chi phí hoạt động dịch vụ > Lãi thuần từ hoạt động kinh doanh ngoại hối,Lãi thuần từ hoạt động kinh doanh ngoại hối,29,1.216.861,1.713.939,29.0,1216861.0,1713939.0
Lãi thuần từ mua bán chứng khoán kinh doanh,Thu nhập từ hoạt động dịch vụ Chi phí hoạt động dịch vụ > Lãi thuần từ mua bán chứng khoán kinh doanh,Lãi thuần từ mua bán chứng khoán kinh doanh,30,443.026,13.291,30.0,443026.0,13291.0
Lãi thuần từ mua bán chứng khoán đầu tư và đầu tư dài hạn,Thu nhập từ hoạt động dịch vụ Chi phí hoạt động dịch vụ > Lãi thuần từ mua bán chứng khoán đầu tư và đầu tư dài hạn,Lãi thuần từ mua bán chứng khoán đầu tư và đầu tư dài hạn,31,252.455,1.323.865,31.0,252455.0,1323865.0
Thu nhập từ hoạt động khác Chi phí cho hoạt động khác,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác,,3.433.906(1.199.934),2.767.791(833.980),,,
Lãi thuần từ hoạt động khác,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > Lãi thuần từ hoạt động khác,Lãi thuần từ hoạt động khác,32,2.233.972,1.933.811,32.0,2233972.0,1933811.0
"Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > Thu nhập từ góp vốn, mua cổ phần","Thu nhập từ góp vốn, mua cổ phần",33,415.645,303.588,33.0,415645.0,303588.0
TỔNG THU NHẬP HOẠT ĐỘNG,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > TỔNG THU NHẬP HOẠT ĐỘNG,TỔNG THU NHẬP HOẠT ĐỘNG,,39.073.074,35.923.420,,39073074.0,35923420.0
TỔNG CHI PHÍ HOẠT ĐỘNG,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > TỔNG CHI PHÍ HOẠT ĐỘNG,TỔNG CHI PHÍ HOẠT ĐỘNG,34,(11.390.384),(10.545.452),34.0,-11390384.0,-10545452.0
Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,Lợi nhuận thuần từ hoạt động kinh doanh trước chi phí dự phòng rủi ro tín dụng,,27.682.690,25.377.968,,27682690.0,25377968.0
Chi phí dự phòng rủi ro,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > Chi phí dự phòng rủi ro,Chi phí dự phòng rủi ro,35,(2.994.687),(5.059.594),35.0,-2994687.0,-5059594.0
TỔNG LỢI NHUẬN TRƯỚC THUẾ,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > TỔNG LỢI NHUẬN TRƯỚC THUẾ,TỔNG LỢI NHUẬN TRƯỚC THUẾ,,24.688.003,20.318.374,,24688003.0,20318374.0
Chi phí thuế thu nhập doanh nghiệp hiện hành,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > Chi phí thuế thu nhập doanh nghiệp hiện hành,Chi phí thuế thu nhập doanh nghiệp hiện hành,36,(4.857.460),(4.008.287),36.0,-4857460.0,-4008287.0
Chi phí thuế thu nhập doanh nghiệp,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > Chi phí thuế thu nhập doanh nghiệp,Chi phí thuế thu nhập doanh nghiệp,,(4.857.460),(4.008.287),,-4857460.0,-4008287.0
LỢI NHUẬN SAU THUẾ,Thu nhập từ hoạt động khác Chi phí cho hoạt động khác > LỢI NHUẬN SAU THUẾ,LỢI NHUẬN SAU THUẾ,,19.830.543,16.310.087,,19830543.0,16310087.0
