row_label_raw,row_label_full,col_0,Vốn đầu tư của chủ sở hữu VND,Thặng đư vốn cổ phần VND,Cổ phiếu quỹ VND,Quỹ đầu tư phát triển VND,Lợi nhuận chưa phân phối VND,Lợi ích Cổ đông không kiểm soát VND,Tổng VND,numeric__Vốn đầu tư của chủ sở hữu VND,numeric__Thặng đư vốn cổ phần VND,numeric__Cổ phiếu quỹ VND,numeric__Quỹ đầu tư phát triển VND,numeric__Lợi nhuận chưa phân phối VND,numeric__Lợi ích Cổ đông không kiểm soát VND,numeric__Tổng VND
Số đầu năm trước,Số đầu năm trước,Số đầu năm trước,2.747.440.630.000,139.270.925.591,(134.681.958.146),19.572.915.034,415.546.199.644,73.080.801.853,3.260.229.513.976,2747440630000.0,139270925591.0,-134681958146.0,19572915034.0,415546199644.0,73080801853.0,3260229513976.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,-,-,190.278.763.208,4.981.278.705,195.260.041.913,,,,,190278763208.0,4981278705.0,195260041913.0
Ảnh hưởng ghi nhận biến động giá trị hợp lý trong năm,Ảnh hưởng ghi nhận biến động giá trị hợp lý trong năm,Ảnh hưởng ghi nhận biến động giá trị hợp lý trong năm,-,-,-,-,(21.123.439.621),(2.302.108.935),(23.425.548.556),,,,,-21123439621.0,-2302108935.0,-23425548556.0
Số đầu năm nay,Số đầu năm nay,Số đầu năm nay,2.747.440.630.000,139.270.925.591,(134.681.958.146),19.572.915.034,584.701.523.231,75.759.971.623,3.432.064.007.333,2747440630000.0,139270925591.0,-134681958146.0,19572915034.0,584701523231.0,75759971623.0,3432064007333.0
Chia cổ tức (*),Chia cổ tức (*),Chia cổ tức (*),-,-,-,-,(109.897.625.200),(299.250.000),(110.196.875.200),,,,,-109897625200.0,-299250000.0,-110196875200.0
Lợi nhuận trong năm,Lợi nhuận trong năm,Lợi nhuận trong năm,-,-,-,-,284.192.226.795,2.195.601.416,286.387.828.211,,,,,284192226795.0,2195601416.0,286387828211.0
Ảnh hưởng ghi nhận biến động giá trị hợp lý trong năm,Ảnh hưởng ghi nhận biến động giá trị hợp lý trong năm,Ảnh hưởng ghi nhận biến động giá trị hợp lý trong năm,-,-,-,-,(812.892.993),(88.592.021),(901.485.014),,,,,-812892993.0,-88592021.0,-901485014.0
Giảm cổ phiếu quỹ (**),Giảm cổ phiếu quỹ (**),Giảm cổ phiếu quỹ (**),-,68.006.054,134.681.958.146,-,-,-,134.749.964.200,,68006054.0,134681958146.0,,,,134749964200.0
Số cuối năm nay,Số cuối năm nay,Số cuối năm nay,2.747.440.630.000,139.338.931.645,-,19.572.915.034,758.183.231.833,77.567.731.018,3.742.103.439.530,2747440630000.0,139338931645.0,,19572915034.0,758183231833.0,77567731018.0,3742103439530.0
