row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN GIÁM ĐỐC,BÁO CÁO CỦA BAN GIÁM ĐỐC,BÁO CÁO CỦA BAN GIÁM ĐỐC,1 - 2,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO CỦA BAN GIÁM ĐỐC > BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,3,3.0
BÀNG CÂN DỐI KẾ TOÁN,BÀNG CÂN DỐI KẾ TOÁN,BÀNG CÂN DỐI KẾ TOÁN,4 - 5,
BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BÀNG CÂN DỐI KẾ TOÁN > BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,BÁO CÁO KẾT QUẢ HOẠT ĐỘNG KINH DOANH,6,6.0
BÁO CÁO LUÙ CHUYÊN TIỀN TỆ,BÀNG CÂN DỐI KẾ TOÁN > BÁO CÁO LUÙ CHUYÊN TIỀN TỆ,BÁO CÁO LUÙ CHUYÊN TIỀN TỆ,7,7.0
THUYÊT MINH BÁO CÁO TÀI CHÍNH,THUYÊT MINH BÁO CÁO TÀI CHÍNH,THUYÊT MINH BÁO CÁO TÀI CHÍNH,8 - 34,
