row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Số có khả năng thanh toán,Số đầu năm > Giá trị,Số đầu năm > Số có khả năng thanh toán,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Số có khả năng thanh toán,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Số có khả năng thanh toán
Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,Ngắn hạn,,,,
"DongFeng Commercial Vehicle Co.,LTD","Ngắn hạn > DongFeng Commercial Vehicle Co.,LTD","DongFeng Commercial Vehicle Co.,LTD",15.628.712.000,15.628.712.000,4.610.419.199,4.610.419.199,15628712000.0,15628712000.0,4610419199.0,4610419199.0
Công ty Cổ phần Đầu tư dịch vụ Tài chính Hoàng Huy,Ngắn hạn > Công ty Cổ phần Đầu tư dịch vụ Tài chính Hoàng Huy,Công ty Cổ phần Đầu tư dịch vụ Tài chính Hoàng Huy,4.444.958.910,4.444.958.910,13.442.222,13.442.222,4444958910.0,4444958910.0,13442222.0,13442222.0
Công ty Cổ phần Ô tô chuyên dùng Tuấn Phương,Ngắn hạn > Công ty Cổ phần Ô tô chuyên dùng Tuấn Phương,Công ty Cổ phần Ô tô chuyên dùng Tuấn Phương,771.000.000,771.000.000,2.520.000.000,2.520.000.000,771000000.0,771000000.0,2520000000.0,2520000000.0
Công ty TNHH Thành Trung,Ngắn hạn > Công ty TNHH Thành Trung,Công ty TNHH Thành Trung,347.062.770,347.062.770,6.266.442.198,6.266.442.198,347062770.0,347062770.0,6266442198.0,6266442198.0
Các đối tượng khác,Ngắn hạn > Các đối tượng khác,Các đối tượng khác,2.413.124.650,2.413.124.650,5.362.122.835,5.362.122.835,2413124650.0,2413124650.0,5362122835.0,5362122835.0
Cộng,Ngắn hạn > Cộng,Cộng,23.604.858.330,23.604.858.330,18.772.426.454,18.772.426.454,23604858330.0,23604858330.0,18772426454.0,18772426454.0
