row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(12.840.571.656),(10.112.013.662),149.0,,-12840571656.0,-10112013662.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,47.129.892.624,64.373.406.690,150.0,,47129892624.0,64373406690.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,9,32.520.794,221.382.864,151.0,9.0,32520794.0,221382864.0
2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,2. Thuế GTGT được khấu trừ,152,,46.863.515.672,63.918.167.668,152.0,,46863515672.0,63918167668.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,,233.856.158,233.856.158,153.0,,233856158.0,233856158.0
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,3.293.132.007.664,1.154.309.184.331,200.0,,3293132007664.0,1154309184331.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,-,499.706.000.000,210.0,,,499706000000.0
1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,1. Phải thu dài hạn khác,216,7,-,499.706.000.000,216.0,7.0,,499706000000.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,26.217.358.141,21.422.351.300,220.0,,26217358141.0,21422351300.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,10,22.697.358.141,17.902.351.300,221.0,10.0,22697358141.0,17902351300.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,35.766.905.053,29.916.243.679,222.0,,35766905053.0,29916243679.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(13.069.546.912),(12.013.892.379),223.0,,-13069546912.0,-12013892379.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,,3.520.000.000,3.520.000.000,227.0,,3520000000.0,3520000000.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,3.520.000.000,3.520.000.000,228.0,,3520000000.0,3520000000.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,-,-,229.0,,,
III. Bất động sản đầu tư,III. Bất động sản đầu tư,III. Bất động sản đầu tư,230,11,218.519.542.508,188.956.898.867,230.0,11.0,218519542508.0,188956898867.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,231,,232.099.699.345,193.090.904.450,231.0,,232099699345.0,193090904450.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,232,,(13.580.156.837),(4.134.005.583),232.0,,-13580156837.0,-4134005583.0
IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,IV. Tài sản dở dang dài hạn,240,,2.128.409.091,2.128.409.091,240.0,,2128409091.0,2128409091.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,,2.128.409.091,2.128.409.091,242.0,,2128409091.0,2128409091.0
V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,V. Đầu tư tài chính dài hạn,250,5,3.035.801.167.729,430.770.082.966,250.0,5.0,3035801167729.0,430770082966.0
"1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết","1. Đầu tư vào công ty liên doanh, liên kết",252,,3.035.801.167.729,430.770.082.966,252.0,,3035801167729.0,430770082966.0
VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,VI. Tài sản dài hạn khác,260,,10.465.530.195,11.325.442.107,260.0,,10465530195.0,11325442107.0
1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,1. Chi phí trả trước dài hạn,261,9,10.465.530.195,11.325.442.107,261.0,9.0,10465530195.0,11325442107.0
TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),TỔNG CỘNG TÀI SẢN (270 = 100 + 200),270,,3.946.662.733.382,3.627.724.150.961,270.0,,3946662733382.0,3627724150961.0
