row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A - TÀI SẢN NGÁN HẠN,A - TÀI SẢN NGÁN HẠN,A - TÀI SẢN NGÁN HẠN,100,,653.530.725.718,2.473.414.966.630,100.0,,653530725718.0,2473414966630.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,4,143.098.383.082,117.605.117.577,110.0,4.0,143098383082.0,117605117577.0
1. Tiền,1. Tiền,1. Tiền,111,,143.098.383.082,117.605.117.577,111.0,,143098383082.0,117605117577.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,5,261.505.000.000,1.805.294.435.841,120.0,5.0,261505000000.0,1805294435841.0
1. Đầu tư nắm giữ đến ngày đáo hạn,1. Đầu tư nắm giữ đến ngày đáo hạn,1. Đầu tư nắm giữ đến ngày đáo hạn,123,,261.505.000.000,1.805.294.435.841,123.0,,261505000000.0,1805294435841.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,68.408.888.795,178.807.041.880,130.0,,68408888795.0,178807041880.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,6,62.036.439.265,54.494.501.255,131.0,6.0,62036439265.0,54494501255.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,,14.300.000,26.611.408.500,132.0,,14300000.0,26611408500.0
3. Phải thu ngắn hạn khấu,3. Phải thu ngắn hạn khấu,3. Phải thu ngắn hạn khấu,136,7,6.358.149.530,97.701.132.125,136.0,7.0,6358149530.0,97701132125.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,,133.388.561.217,307.334.964.642,140.0,,133388561217.0,307334964642.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,8,146.229.132.873,317.446.978.304,141.0,8.0,146229132873.0,317446978304.0
