row_label_raw,row_label_full,col_0,Giá trị ghi sổ > Số cuối năm VND,Giá trị ghi sổ > Số đầu năm VND,numeric__Giá trị ghi sổ > Số cuối năm VND,numeric__Giá trị ghi sổ > Số đầu năm VND
Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,Tài sản tài chính,,
Tiền và các khoản tương đương tiền,Tài sản tài chính > Tiền và các khoản tương đương tiền,Tiền và các khoản tương đương tiền,143.098.383.082,117.605.117.577,143098383082.0,117605117577.0
"Phải thu khách hàng, phải thu khác","Tài sản tài chính > Phải thu khách hàng, phải thu khác","Phải thu khách hàng, phải thu khác",68.394.588.795,651.901.633.380,68394588795.0,651901633380.0
Đầu tư tài chính ngắn hạn,Tài sản tài chính > Đầu tư tài chính ngắn hạn,Đầu tư tài chính ngắn hạn,261.505.000.000,1.805.294.435.841,261505000000.0,1805294435841.0
Cộng,Tài sản tài chính > Cộng,Cộng,472.997.971.877,2.574.801.186.798,472997971877.0,2574801186798.0
Công nợ tài chính,Công nợ tài chính,Công nợ tài chính,Công nợ tài chính,Công nợ tài chính,,
Phải trả người bán và phải trả khác,Công nợ tài chính > Phải trả người bán và phải trả khác,Phải trả người bán và phải trả khác,89.967.636.307,83.322.907.275,89967636307.0,83322907275.0
Chi phí phải trả,Công nợ tài chính > Chi phí phải trả,Chi phí phải trả,1.266.335.431,1.634.301.627,1266335431.0,1634301627.0
Cộng,Công nợ tài chính > Cộng,Cộng,91.233.971.738,84.957.208.902,91233971738.0,84957208902.0
