row_label_raw,row_label_full,Chỉ tiêu,Miền Bắc VND,Miền Trung VND,Miền Nam VND,Cộng VND,numeric__Miền Bắc VND,numeric__Miền Trung VND,numeric__Miền Nam VND,numeric__Cộng VND
1. Doanh thu thuần,1. Doanh thu thuần,1. Doanh thu thuần,466.744.979.251,2.039.863.637,121.610.890.869,590.395.733.757,466744979251.0,2039863637.0,121610890869.0,590395733757.0
- Kinh doanh ô tô tải và đầu kéo,- Kinh doanh ô tô tải và đầu kéo,- Kinh doanh ô tô tải và đầu kéo,108.103.397.297,2.039.863.637,121.610.890.869,231.754.151.803,108103397297.0,2039863637.0,121610890869.0,231754151803.0
- Kinh doanh BĐS,- Kinh doanh BĐS,- Kinh doanh BĐS,298.487.727.693,-,-,298.487.727.693,298487727693.0,,,298487727693.0
- Doanh thu khác,- Doanh thu khác,- Doanh thu khác,60.153.854.261,,,60.153.854.261,60153854261.0,,,60153854261.0
2. Giá vốn,2. Giá vốn,2. Giá vốn,345.979.096.600,1.896.203.570,113.955.725.738,461.831.025.908,345979096600.0,1896203570.0,113955725738.0,461831025908.0
- Kinh doanh ô tô tải và đầu kéo,- Kinh doanh ô tô tải và đầu kéo,- Kinh doanh ô tô tải và đầu kéo,104.275.564.055,1.896.203.570,113.955.725.738,220.127.493.363,104275564055.0,1896203570.0,113955725738.0,220127493363.0
- Kinh doanh BĐS,- Kinh doanh BĐS,- Kinh doanh BĐS,241.703.532.545,-,-,241.703.532.545,241703532545.0,,,241703532545.0
3. Lợi nhuận gộp,3. Lợi nhuận gộp,3. Lợi nhuận gộp,120.765.882.651,143.660.067,7.655.165.131,128.564.707.849,120765882651.0,143660067.0,7655165131.0,128564707849.0
- Kinh doanh ô tô tải và đầu kéo,- Kinh doanh ô tô tải và đầu kéo,- Kinh doanh ô tô tải và đầu kéo,3.827.833.242,143.660.067,7.655.165.131,11.626.658.440,3827833242.0,143660067.0,7655165131.0,11626658440.0
- Kinh doanh BDS,- Kinh doanh BDS,- Kinh doanh BDS,56.784.195.148,-,-,56.784.195.148,56784195148.0,,,56784195148.0
- Hoạt động khác,- Hoạt động khác,- Hoạt động khác,60.153.854.261,,,60.153.854.261,60153854261.0,,,60153854261.0
4. Lợi nhuận trước thuế,4. Lợi nhuận trước thuế,4. Lợi nhuận trước thuế,135.408.038.942,1.497.441.197,89.273.201.729,226.178.681.868,135408038942.0,1497441197.0,89273201729.0,226178681868.0
- Kinh doanh ô tô tải và đầu kéo,- Kinh doanh ô tô tải và đầu kéo,- Kinh doanh ô tô tải và đầu kéo,19.203.646.745,1.497.441.197,89.273.201.729,109.974.289.671,19203646745.0,1497441197.0,89273201729.0,109974289671.0
- Kinh doanh BĐS,- Kinh doanh BĐS,- Kinh doanh BĐS,51.968.761.256,-,-,51.968.761.256,51968761256.0,,,51968761256.0
- Hoạt động khác,- Hoạt động khác,- Hoạt động khác,60.153.854.261,,,60.153.854.261,60153854261.0,,,60153854261.0
- Lợi nhuận khác,- Lợi nhuận khác,- Lợi nhuận khác,4.081.776.680,-,-,4.081.776.680,4081776680.0,,,4081776680.0
