row_label_raw,row_label_full,Mã số > 01 > 02 > 03 > 04 > 05 > 06,CHỈ TIỀU > I. LƯU CHUYÊN TIỀN TỪHOẠT ĐỘNG KINH DOANHLợi nhuận trước thuếĐiều chỉnh cho các khoản:Khấu hao tài sản cố định hữu hình và bắt động sản đầu tư và hao mòn tài sản cố định vô hìnhCác khoản trích lập dự phòng(Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệLãi từ hoạt động đầu tưChi phí lãi vay,"Thuyết minh > 10, 11, 1227",Năm nay > 312.424.820.52844.312.785.44338.788.290.753(775.467.308)(328.045.106.767)9.144.668.719,Năm trước > 511.270.934.80650.968.506.233547.009.427923.249.860(514.563.961.049)5.327.736.290,numeric__CHỈ TIỀU > I. LƯU CHUYÊN TIỀN TỪHOẠT ĐỘNG KINH DOANHLợi nhuận trước thuếĐiều chỉnh cho các khoản:Khấu hao tài sản cố định hữu hình và bắt động sản đầu tư và hao mòn tài sản cố định vô hìnhCác khoản trích lập dự phòng(Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệLãi từ hoạt động đầu tưChi phí lãi vay,"numeric__Thuyết minh > 10, 11, 1227",numeric__Năm nay > 312.424.820.52844.312.785.44338.788.290.753(775.467.308)(328.045.106.767)9.144.668.719,numeric__Năm trước > 511.270.934.80650.968.506.233547.009.427923.249.860(514.563.961.049)5.327.736.290
08,08,08,"Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng)/giảm các khoản phải thuGiảm/(tăng) hàng tồn khoGiảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)Giảm/(tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh",17,75.849.991.368(2.015.006.694)165.593.730.355(49.491.206.975)13.556.475.401(9.663.823.121)(29.745.714.007)(43.505.787.622),54.473.475.567120.814.804.943(15.554.764.013)(12.274.370.356)(9.603.112.260)(15.987.454.165)(30.340.951.793)(31.255.303.732),,17.0,,
09,09,09,"Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng)/giảm các khoản phải thuGiảm/(tăng) hàng tồn khoGiảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)Giảm/(tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh",17,75.849.991.368(2.015.006.694)165.593.730.355(49.491.206.975)13.556.475.401(9.663.823.121)(29.745.714.007)(43.505.787.622),54.473.475.567120.814.804.943(15.554.764.013)(12.274.370.356)(9.603.112.260)(15.987.454.165)(30.340.951.793)(31.255.303.732),,17.0,,
10,10,10,"Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng)/giảm các khoản phải thuGiảm/(tăng) hàng tồn khoGiảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)Giảm/(tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh",17,75.849.991.368(2.015.006.694)165.593.730.355(49.491.206.975)13.556.475.401(9.663.823.121)(29.745.714.007)(43.505.787.622),54.473.475.567120.814.804.943(15.554.764.013)(12.274.370.356)(9.603.112.260)(15.987.454.165)(30.340.951.793)(31.255.303.732),,17.0,,
11,11,11,"Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng)/giảm các khoản phải thuGiảm/(tăng) hàng tồn khoGiảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)Giảm/(tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh",17,75.849.991.368(2.015.006.694)165.593.730.355(49.491.206.975)13.556.475.401(9.663.823.121)(29.745.714.007)(43.505.787.622),54.473.475.567120.814.804.943(15.554.764.013)(12.274.370.356)(9.603.112.260)(15.987.454.165)(30.340.951.793)(31.255.303.732),,17.0,,
12,12,12,"Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng)/giảm các khoản phải thuGiảm/(tăng) hàng tồn khoGiảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)Giảm/(tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh",17,75.849.991.368(2.015.006.694)165.593.730.355(49.491.206.975)13.556.475.401(9.663.823.121)(29.745.714.007)(43.505.787.622),54.473.475.567120.814.804.943(15.554.764.013)(12.274.370.356)(9.603.112.260)(15.987.454.165)(30.340.951.793)(31.255.303.732),,17.0,,
14,14,14,"Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng)/giảm các khoản phải thuGiảm/(tăng) hàng tồn khoGiảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)Giảm/(tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh",17,75.849.991.368(2.015.006.694)165.593.730.355(49.491.206.975)13.556.475.401(9.663.823.121)(29.745.714.007)(43.505.787.622),54.473.475.567120.814.804.943(15.554.764.013)(12.274.370.356)(9.603.112.260)(15.987.454.165)(30.340.951.793)(31.255.303.732),,17.0,,
15,15,15,"Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng)/giảm các khoản phải thuGiảm/(tăng) hàng tồn khoGiảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)Giảm/(tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh",17,75.849.991.368(2.015.006.694)165.593.730.355(49.491.206.975)13.556.475.401(9.663.823.121)(29.745.714.007)(43.505.787.622),54.473.475.567120.814.804.943(15.554.764.013)(12.274.370.356)(9.603.112.260)(15.987.454.165)(30.340.951.793)(31.255.303.732),,17.0,,
17,17,17,"Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động(Tăng)/giảm các khoản phải thuGiảm/(tăng) hàng tồn khoGiảm các khoản phải trả (không kể lãi vay phải trả, thuế thu nhập doanh nghiệp phải nộp)Giảm/(tăng) chi phí trả trướcTiền lãi vay đã trảThuế thu nhập doanh nghiệp đã nộpTiền chi khác cho hoạt động kinh doanh",17,75.849.991.368(2.015.006.694)165.593.730.355(49.491.206.975)13.556.475.401(9.663.823.121)(29.745.714.007)(43.505.787.622),54.473.475.567120.814.804.943(15.554.764.013)(12.274.370.356)(9.603.112.260)(15.987.454.165)(30.340.951.793)(31.255.303.732),,17.0,,
20,20,20,Lưu chuyển tiền thuần từ hoạt động kinh doanh,,120.578.658.705,60.272.324.191,,,120578658705.0,60272324191.0
,,,"II. LƯU CHUYÊN TIỀN TỪHOẠT ĐỘNG ĐẦU TỪTiền chi để mua sắm, xây dựng tài sản cố định (TSCĐ) và các tài sản dài hạn khácTiền thu do thanh lý, nhượng bánTSCĐ và các tài sản dài hạn khácTiền chi cho vay, mua các công cụ nợ của đơn vị khácTiền thu hồi cho vay, bản lại công cụ nợ của đơn vị khácTiền chi đầu tư góp vốn vào đơn vị khácTiền thu hồi đầu tư góp vốn vào đơn vị khácTiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,,,,,,
