row_label_raw,row_label_full,col_0,Số cuối năm > Số lượng(cổ phiếu),Số cuối năm > Giá trị(VND),Số đầu năm > Số lượng(cổ phiếu),Số đầu năm > Giá trị(VND),numeric__Số cuối năm > Số lượng(cổ phiếu),numeric__Số cuối năm > Giá trị(VND),numeric__Số đầu năm > Số lượng(cổ phiếu),numeric__Số đầu năm > Giá trị(VND)
Công ty Cổ phần Chế biếnLâm sản Xuất khẩu PisicoHuế,Công ty Cổ phần Chế biếnLâm sản Xuất khẩu PisicoHuế,Công ty Cổ phần Chế biếnLâm sản Xuất khẩu PisicoHuế,19.520,3.776.758.327,19.520,3.776.758.327,19520.0,3776758327.0,19520.0,3776758327.0
Công ty Cổ phần Lâmnghiệp Miền Đông,Công ty Cổ phần Lâmnghiệp Miền Đông,Công ty Cổ phần Lâmnghiệp Miền Đông,2.700,6.031.497.556,2.700,6.031.497.556,2700.0,6031497556.0,2700.0,6031497556.0
Công ty Cổ phần VinaforQuảng Trị,Công ty Cổ phần VinaforQuảng Trị,Công ty Cổ phần VinaforQuảng Trị,105.000,1.190.175.000,105.000,1.190.175.000,105000.0,1190175000.0,105000.0,1190175000.0
Công ty Cổ phần ArchiReenco Hoà Bình,Công ty Cổ phần ArchiReenco Hoà Bình,Công ty Cổ phần ArchiReenco Hoà Bình,50.000,4.997.777.156,50.000,4.997.777.156,50000.0,4997777156.0,50000.0,4997777156.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,177.220,15.996.208.039,177.220,15.996.208.039,177220.0,15996208039.0,177220.0,15996208039.0
