row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Hàng đang đi trên đường,Hàng đang đi trên đường,Hàng đang đi trên đường,14.923.996.901,-,9.236.747.377,-,14923996901.0,,9236747377.0,
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",99.366.207.129,-,114.136.589.022,-,99366207129.0,,114136589022.0,
"Công cụ, dụng cụ","Công cụ, dụng cụ","Công cụ, dụng cụ",1.407.114.612,-,2.167.976.001,-,1407114612.0,,2167976001.0,
Chi phí sản xuất kinh doanh dở dang (*),Chi phí sản xuất kinh doanh dở dang (*),Chi phí sản xuất kinh doanh dở dang (*),836.075.612.380,(25.491.298.267),806.421.079.079,(23.599.353.752),836075612380.0,-25491298267.0,806421079079.0,-23599353752.0
Dự án Eco Lakeview (**),Dự án Eco Lakeview (**),Dự án Eco Lakeview (**),12.606.392.014,-,129.470.804.430,-,12606392014.0,,129470804430.0,
Thành phẩm,Thành phẩm,Thành phẩm,44.715.784.168,(676.110.618),104.928.027.416,(37.712.794),44715784168.0,-676110618.0,104928027416.0,-37712794.0
Hàng hóa,Hàng hóa,Hàng hóa,62.410.834.807,(7.032.711.301),72.785.451.412,(4.464.321.472),62410834807.0,-7032711301.0,72785451412.0,-4464321472.0
Hàng gửi đi bán,Hàng gửi đi bán,Hàng gửi đi bán,2.047.002.371,-,-,-,2047002371.0,,,
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.073.552.944.382,(33.200.120.186),1.239.146.674.737,(28.101.388.018),1073552944382.0,-33200120186.0,1239146674737.0,-28101388018.0
