row_label_raw,row_label_full,col_0,31/12/2017 > % sở hữu,31/12/2017 > % quyền biểu quyết,31/12/2017 > Giá gốc VND,31/12/2017 > Dự phòng VND,31/12/2017 > Giá trị hợp lý VND,31/12/2017 > % sở hữu_1,1/1/2017 > % quyền biểu quyết,1/1/2017 > Giá gốc VND,1/1/2017 > Dự phòng VND,numeric__31/12/2017 > % sở hữu,numeric__31/12/2017 > % quyền biểu quyết,numeric__31/12/2017 > Giá gốc VND,numeric__31/12/2017 > Dự phòng VND,numeric__31/12/2017 > Giá trị hợp lý VND,numeric__31/12/2017 > % sở hữu_1,numeric__1/1/2017 > % quyền biểu quyết,numeric__1/1/2017 > Giá gốc VND,numeric__1/1/2017 > Dự phòng VND
Công ty TNHH MasanConsumerHoldings (“MCH”),Công ty TNHH MasanConsumerHoldings (“MCH”),Công ty TNHH MasanConsumerHoldings (“MCH”),"85,7%","85,7%",516.600.000.000,-,(*),"85,7%","85,7%",516.600.000.000,- (*),0.857,0.857,516600000000.0,,,0.857,0.857,516600000000.0,
Công ty TNHH Tầm nhìn Masan (trước đây là Công ty Cổ phần Tầm nhìn Masan) (“MH”),Công ty TNHH Tầm nhìn Masan (trước đây là Công ty Cổ phần Tầm nhìn Masan) (“MH”),Công ty TNHH Tầm nhìn Masan (trước đây là Công ty Cổ phần Tầm nhìn Masan) (“MH”),"99,9%","99,9%",11.950.000.000.000,-,(*),"99,9%","99,9%",6.616.814.880.000,- (*),0.9990000000000001,0.9990000000000001,11950000000000.0,,,0.9990000000000001,0.9990000000000001,6616814880000.0,
Công ty Cổ phần Masan Nutri-Science (“MNS”),Công ty Cổ phần Masan Nutri-Science (“MNS”),Công ty Cổ phần Masan Nutri-Science (“MNS”),"82,4%","82,4%",1.953.009.013.812,-,(*),"89,4%","89,4%",1.961.306.153.823,- (*),0.8240000000000001,0.8240000000000001,1953009013812.0,,,0.894,0.894,1961306153823.0,
,,,,,14.419.609.013.812,-,(*),,,9.094.721.033.823,- (*),,,14419609013812.0,,,,,9094721033823.0,
