row_label_raw,row_label_full,Code,ITEMS,Note,Year 2025VND,Year 2024VND,numeric__ITEMS,numeric__Note,numeric__Year 2025VND,numeric__Year 2024VND
01,01,01,1. Revenue from sales of goods and rendering of services,25,"892,760,410,909","571,225,175,340",,25.0,,
02,02,02,2. Revenue deductions,,-,-,,,,
10,10,10,3. Net revenue from sales of goods and rendering of services,,"892,760,410,909","571,225,175,340",,,,
11,10 > 11,11,4. Cost of goods sold and services rendered,26,"869,634,412,399","507,294,868,001",,26.0,,
20,20,20,5. Gross profit from sales of goods and rendering of services,,"23,125,998,510","63,930,307,339",,,,
21,20 > 21,21,6. Financial income,27,"3,773,462,027,223","68,489,677,097",,27.0,,
22,20 > 22,22,7. Financial expenses,28,"15,527,494,245","9,114,402,444",,28.0,,
23,23,23,In which: Interest expenses,,"961,327,196",-,,,,
24,23 > 24,24,8. Share of joint ventures and associates' profit or loss,5,"(130,228,285,535)","291,668,212,675",,5.0,,
25,23 > 25,25,9. Selling expense,29,"67,948,913,762","31,680,663,376",,29.0,,
26,23 > 26,26,10. General and administrative expenses,30,"30,396,890,161","9,919,964,567",,30.0,,
30,30,30,11. Net profit from operating activities,,"3,552,486,442,030","373,373,166,724",,,,
31,30 > 31,31,12. Other income,31,"12,918,138,769","10,389,588,485",,31.0,,
32,30 > 32,32,13. Other expenses,32,"12,581,441,920","1,990,347,909",,32.0,,
40,40,40,14. Other profit,,"336,696,849","8,399,240,576",,,,
50,50,50,15. Total net profit before tax,,"3,552,823,138,879","381,772,407,300",,,,
51,50 > 51,51,16. Current corporate income tax expense,33,"75,695,173,413","13,156,671,468",,33.0,,
52,50 > 52,52,17. Deferred corporate income tax expense,34,"(52,631,586,765)",-,,34.0,,
60,60,60,18. Profit after corporate income tax,,"3,529,759,552,231","368,615,735,832",,,,
61,61,61,19. Profit after tax attributable to owners of the parent,,"3,553,215,479,345","367,192,744,446",,,,
62,62,62,20. Profit after tax attributable to non-controlling interest,,"(23,455,927,114)","1,422,991,386",,,,
70,62 > 70,70,21. Basic earnings per share,35,"8,781",998,,35.0,8.781,998.0
