row_label_raw,row_label_full,col_0,Hoạt động kinh doanh Bất động sản,Hoạt động thương mại,Tổng cộng toàn doanh nghiệp,numeric__Hoạt động kinh doanh Bất động sản,numeric__Hoạt động thương mại,numeric__Tổng cộng toàn doanh nghiệp
,,,VND,VND,VND,,,
Doanh thu thuần từ bán hàng ra bên ngoài,Doanh thu thuần từ bán hàng ra bên ngoài,Doanh thu thuần từ bán hàng ra bên ngoài,193.157.600.049,699.602.810.860,892.760.410.909,193157600049.0,699602810860.0,892760410909.0
Lợi nhuận gộp từ hoạt động kinh doanh,Lợi nhuận gộp từ hoạt động kinh doanh,Lợi nhuận gộp từ hoạt động kinh doanh,(84.421.504.838),107.547.503.348,23.125.998.510,-84421504838.0,107547503348.0,23125998510.0
Tổng chi phí mua Tài sản cố định,Tổng chi phí mua Tài sản cố định,Tổng chi phí mua Tài sản cố định,18.977.978.615.426,406.012.611.706,23.428.210.948.656,18977978615426.0,406012611706.0,23428210948656.0
Tài sản bộ phận,Tài sản bộ phận,Tài sản bộ phận,18.977.978.615.426,406.012.611.706,19.383.991.227.132,18977978615426.0,406012611706.0,19383991227132.0
Tài sản không phân bổ,Tài sản không phân bổ,Tài sản không phân bổ,,,4.044.219.721.524,,,4044219721524.0
Tổng Tài sản,Tổng Tài sản,Tổng Tài sản,18.977.978.615.426,406.012.611.706,23.428.210.948.656,18977978615426.0,406012611706.0,23428210948656.0
