row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị,31/12/2025 > Số có khả năng trả nợ,01/01/2025 > Giá trị,01/01/2025 > Số có khả năng trả nợ,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Số có khả năng trả nợ,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Số có khả năng trả nợ
,,,VND,VND,VND,VND,,,,
Bên khác,Bên khác,Bên khác,538.369.649.799,538.369.649.799,496.719.044.358,496.719.044.358,538369649799.0,538369649799.0,496719044358.0,496719044358.0
"- China DongFeng Motor Industry Import and Export CO.,LTD","- China DongFeng Motor Industry Import and Export CO.,LTD","- China DongFeng Motor Industry Import and Export CO.,LTD",364.010.539.475,364.010.539.475,492.637.358.594,492.637.358.594,364010539475.0,364010539475.0,492637358594.0,492637358594.0
- Công ty Cổ phần Ecoba Việt Nam,- Công ty Cổ phần Ecoba Việt Nam,- Công ty Cổ phần Ecoba Việt Nam,124.773.249.724,124.773.249.724,-,-,124773249724.0,124773249724.0,,
- Công ty Cổ phần Xây dựng Phục Hưng Holdings,- Công ty Cổ phần Xây dựng Phục Hưng Holdings,- Công ty Cổ phần Xây dựng Phục Hưng Holdings,12.876.342.833,12.876.342.833,-,-,12876342833.0,12876342833.0,,
- Công ty Cổ phần Khai thác và Chế biến khoáng sản T.AM,- Công ty Cổ phần Khai thác và Chế biến khoáng sản T.AM,- Công ty Cổ phần Khai thác và Chế biến khoáng sản T.AM,6.956.659.062,6.956.659.062,-,-,6956659062.0,6956659062.0,,
- Công ty Cổ phần Thương mại Vận tải Dũng Thắng,- Công ty Cổ phần Thương mại Vận tải Dũng Thắng,- Công ty Cổ phần Thương mại Vận tải Dũng Thắng,676.684.229,676.684.229,-,-,676684229.0,676684229.0,,
- Công ty TNHH Song Hoàng,- Công ty TNHH Song Hoàng,- Công ty TNHH Song Hoàng,10.799.626.571,10.799.626.571,-,-,10799626571.0,10799626571.0,,
- Phải trả các đối tượng khác,- Phải trả các đối tượng khác,- Phải trả các đối tượng khác,18.276.547.905,18.276.547.905,4.081.685.764,4.081.685.764,18276547905.0,18276547905.0,4081685764.0,4081685764.0
,,,538.369.649.799,538.369.649.799,496.719.044.358,496.719.044.358,538369649799.0,538369649799.0,496719044358.0,496719044358.0
