row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị,31/12/2025 > Dự phòng,01/01/2025 > Giá trị,01/01/2025 > Dự phòng,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Dự phòng,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Dự phòng
,,,VND,VND,VND,VND,,,,
a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,a) Ngắn hạn,,,,
- Phải thu lãi tiền gửi,a) Ngắn hạn > - Phải thu lãi tiền gửi,- Phải thu lãi tiền gửi,39.183.550.861,-,14.677.976.765,-,39183550861.0,,14677976765.0,
"- Ký cược, ký quỹ","a) Ngắn hạn > - Ký cược, ký quỹ","- Ký cược, ký quỹ",3.769.466.000,-,3.000.000,-,3769466000.0,,3000000.0,
- Phải thu chi phí khác phục bảo Yagi,a) Ngắn hạn > - Phải thu chi phí khác phục bảo Yagi,- Phải thu chi phí khác phục bảo Yagi,1.689.025.054,-,-,-,1689025054.0,,,
- Phải thu khác,a) Ngắn hạn > - Phải thu khác,- Phải thu khác,9.530.037.590,-,2.799.337.350,-,9530037590.0,,2799337350.0,
,,,54.172.079.505,-,17.480.314.115,-,54172079505.0,,17480314115.0,
b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,b) Dài hạn,,,,
"- Ký cược, ký quỹ","b) Dài hạn > - Ký cược, ký quỹ","- Ký cược, ký quỹ",-,-,120.000.000,-,,,120000000.0,
,,,-,-,120.000.000,-,,,120000000.0,
