row_label_raw,row_label_full,Code,ASSETS,Note,31/12/2025,01/01/2025,numeric__ASSETS,numeric__Note,numeric__31/12/2025,numeric__01/01/2025
Code,Code,Code,ASSETS,Note,VND,VND,,,,
200,200,200,B. NON-CURRENT ASSETS,,"3,131,432,006,760","3,921,688,389,155",,,,
210,210,210,I. Long-term receivables,,-,"120,000,000",,,,
216,210 > 216,216,1. Other long-term receivables,08,-,"120,000,000",,8.0,,
220,220,220,II. Fixed assets,,"292,274,926,588","28,790,997,933",,,,
221,220 > 221,221,1. Tangible fixed assets,12,"285,889,759,921","25,270,997,933",,12.0,,
222,222,222,- Historical cost,,"312,874,878,597","32,436,791,373",,,,
223,223,223,- Accumulated depreciation,,"(26,985,118,676)","(7,165,793,440)",,,,
227,223 > 227,227,2. Intangible fixed assets,13,"6,385,166,667","3,520,000,000",,13.0,,
228,228,228,- Historical cost,,"6,568,000,000","3,520,000,000",,,,
229,229,229,- Accumulated depreciation,,"(182,833,333)",-,,,,
230,229 > 230,230,III. Investment properties,14,"2,572,469,791,977","453,530,623,222",,14.0,,
231,231,231,- Historical cost,,"2,737,069,370,715","517,947,724,081",,,,
232,232,232,- Accumulated depreciation,,"(164,599,578,738)","(64,417,100,859)",,,,
240,232 > 240,240,IV. Long-term assets in progress,11,"5,927,645,161","12,452,666,679",,11.0,,
242,242,242,1. Construction in progress,,"5,927,645,161","12,452,666,679",,,,
250,242 > 250,250,V. Long-term investments,05,"215,548,143,783","3,420,528,071,464",,5.0,,
252,252,252,1. Investments in joint ventures and associates,,-,"3,420,528,071,464",,,,
255,255,255,2. Investments held to maturity,,"215,548,143,783",-,,,,
260,260,260,VI. Other long-term assets,,"45,211,499,251","6,266,029,857",,,,
261,260 > 261,261,1. Long-term prepaid expenses,15,"7,040,150,937","6,266,029,857",,15.0,,
262,260 > 262,262,2. Deferred income tax assets,34,"38,171,348,314",-,,34.0,,
270,270,270,TOTAL ASSETS,,"23,428,210,948,656","5,476,784,639,289",,,,
