row_label_raw,row_label_full,Code,ASSETS,Note,31/12/2025VND,01/01/2025VND,numeric__ASSETS,numeric__Note,numeric__31/12/2025VND,numeric__01/01/2025VND
100,100,100,A. CURRENT ASSETS,,"20,296,778,941,896","1,555,096,250,134",,,,
110,100 > 110,110,I. Cash and cash equivalents,04,"791,036,370,676","72,978,921,652",,4.0,,
111,111,111,1. Cash,,"255,576,420,056","72,978,921,652",,,,
112,112,112,2. Cash equivalents,,"535,459,950,620",-,,,,
120,112 > 120,120,II. Short-term investments,05,"2,398,919,004,105","914,259,232,246",,5.0,,
123,123,123,1. Held-to-maturity investments,,"2,398,919,004,105","914,259,232,246",,,,
130,130,130,III. Short-term receivables,,"793,907,957,422","93,593,310,760",,,,
131,130 > 131,131,1. Short-term trade receivables,06,"310,976,417,137","77,374,863,191",,6.0,,
132,130 > 132,132,2. Short-term prepayments to suppliers,07,"432,254,460,781","1,184,633,454",,7.0,,
136,130 > 136,136,3. Other short-term receivables,08,"54,172,079,504","17,480,314,115",,8.0,,
137,137,137,4. Provision for short-term doubtful debts,,"(3,495,000,000)","(2,446,500,000)",,,,
140,137 > 140,140,IV. Inventories,10,"16,078,610,690,445","386,371,652,862",,10.0,,
141,141,141,1. Inventories,,"16,080,032,979,373","387,767,964,174",,,,
149,149,149,2. Provision for devaluation of inventories,,"(1,422,288,928)","(1,396,311,312)",,,,
150,150,150,V. Other short-term assets,,"234,304,919,248","87,893,132,614",,,,
151,150 > 151,151,1. Short-term prepaid expenses,15,"140,561,935,627","1,638,699,834",,15.0,,
152,152,152,2. Deductible VAT,,"76,598,138,220","86,020,576,622",,,,
153,152 > 153,153,3. Taxes and other receivables from the State budget,19,"17,144,845,401","233,856,158",,19.0,,
