row_label_raw,row_label_full,Mã số,NGUỒN VỐN,Thuyết minh,31/12/2025 > VND,01/01/2025 > VND,numeric__NGUỒN VỐN,numeric__Thuyết minh,numeric__31/12/2025 > VND,numeric__01/01/2025 > VND
300,300,300,C. NỘ PHẢI TRẢ,,6.975.851.514.445,630.381.462.738,,,6975851514445.0,630381462738.0
310,310,310,I. Nợ ngắn hạn,,4.394.771.594.015,628.822.782.860,,,4394771594015.0,628822782860.0
311,311,311,1. Phải trả người bán ngắn hạn,17,538.369.649.799,496.719.044.358,,17.0,538369649799.0,496719044358.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,18,3.529.998.276.496,8.047.961.488,,18.0,3529998276496.0,8047961488.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,19,18.526.377.185,7.444.353.158,,19.0,18526377185.0,7444353158.0
314,314,314,4. Phải trả người lao động,,791.642.864,13.637.155,,,791642864.0,13637155.0
315,315,315,5. Chi phí phải trả ngắn hạn,20,30.949.623.686,8.777.845.757,,20.0,30949623686.0,8777845757.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,22,7.634.252.432,1.129.072.760,,22.0,7634252432.0,1129072760.0
319,319,319,7. Phải trả ngắn hạn khác,21,261.724.468.245,100.023.698.473,,21.0,261724468245.0,100023698473.0
321,321,321,8. Dự phòng phải trả ngắn hạn,,319.000.026,208.866.429,,,319000026.0,208866429.0
322,322,322,9. Quỹ khen thưởng phúc lợi,,6.458.303.282,6.458.303.282,,,6458303282.0,6458303282.0
330,330,330,II. Nợ dài hạn,,2.581.079.920.430,1.558.679.878,,,2581079920430.0,1558679878.0
336,336,336,1. Doanh thu chưa thực hiện dài hạn,22,12.087.500.060,50.936.675,,22.0,12087500060.0,50936675.0
337,337,337,2. Phải trả dài hạn khác,21,11.988.296.704,1.470.498.517,,21.0,11988296704.0,1470498517.0
338,338,338,3. Vay và nợ thuê tài chính dài hạn,16,390.000.000.000,-,,16.0,390000000000.0,
341,341,341,4. Thuế thu nhập hoãn lại phải trả,34,2.166.966.878.983,-,,34.0,2166966878983.0,
342,342,342,5. Dự phòng phải trả dài hạn,,37.244.683,37.244.686,,,37244683.0,37244686.0
400,400,400,D. VỐN CHỦ SỞ HỮU,,16.452.359.434.211,4.846.403.176.551,,,16452359434211.0,4846403176551.0
410,410,410,I. Vốn chủ sở hữu,23,16.452.359.434.211,4.846.403.176.551,,23.0,16452359434211.0,4846403176551.0
411,411,411,1. Vốn góp của chủ sở hữu,,4.319.859.680.000,3.679.859.680.000,,,4319859680000.0,3679859680000.0
411a,411a,411a,Cổ phiếu phổ thông có quyền biểu quyết,,4.319.859.680.000,3.679.859.680.000,,,4319859680000.0,3679859680000.0
412,412,412,2. Thắng dư vốn cổ phần,,161.922.351.645,1.976.351.645,,,161922351645.0,1976351645.0
418,418,418,3. Quỹ đầu tư phát triển,,19.572.915.034,19.572.915.034,,,19572915034.0,19572915034.0
421,421,421,4. Lợi nhuận sau thuế chưa phân phối,,4.495.349.781.346,1.085.633.340.050,,,4495349781346.0,1085633340050.0
421a,421a,421a,LNST chưa phân phối lũy kế đến cuối năm trước,,942.134.302.001,726.095.060.946,,,942134302001.0,726095060946.0
421b,421b,421b,LNST chưa phân phối năm nay,,3.553.215.479.345,359.538.279.104,,,3553215479345.0,359538279104.0
429,429,429,5. Lợi ích cổ đông không kiểm soát,,7.455.654.706.186,59.360.889.822,,,7455654706186.0,59360889822.0
440,440,440,TỔNG CÔNG NGUỒN VỐN,,23.428.210.948.656,5.476.784.639.289,,,23428210948656.0,5476784639289.0
