row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2025 VND,Năm 2024 VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2025 VND,numeric__Năm 2024 VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,25,892.760.410.909,571.225.175.340,,25.0,892760410909.0,571225175340.0
02,02,02,2. Các khoản giảm trừ doanh thu,,-,-,,,,
10,02 > 10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,892.760.410.909,571.225.175.340,,,892760410909.0,571225175340.0
11,02 > 11,11,4. Giá vốn hàng bán,26,869.634.412.399,507.294.868.001,,26.0,869634412399.0,507294868001.0
20,02 > 20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,23.125.998.510,63.930.307.339,,,23125998510.0,63930307339.0
21,02 > 21,21,6. Doanh thu hoạt động tài chính,27,3.773.462.027.223,68.489.677.097,,27.0,3773462027223.0,68489677097.0
22,02 > 22,22,7. Chi phí tài chính,28,15.527.494.245,9.114.402.444,,28.0,15527494245.0,9114402444.0
23,02 > 23,23,Trong đó: Chi phí lãi vay,,961.327.196,-,,,961327196.0,
24,02 > 24,24,"8. Phần lãi hoặc lỗ trong công ty liên doanh, liên kết",5,(130.228.285.535),291.668.212.675,,5.0,-130228285535.0,291668212675.0
25,02 > 25,25,9. Chi phí bán hàng,29,67.948.913.762,31.680.663.376,,29.0,67948913762.0,31680663376.0
26,02 > 26,26,10. Chi phí quản lý doanh nghiệp,30,30.396.890.161,9.919.964.567,,30.0,30396890161.0,9919964567.0
30,02 > 30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,3.552.486.442.030,373.373.166.724,,,3552486442030.0,373373166724.0
31,02 > 31,31,12. Thu nhập khác,31,12.918.138.769,10.389.588.485,,31.0,12918138769.0,10389588485.0
32,02 > 32,32,13. Chi phí khác,32,12.581.441.920,1.990.347.909,,32.0,12581441920.0,1990347909.0
40,02 > 40,40,14. Lợi nhuận khác,,336.696.849,8.399.240.576,,,336696849.0,8399240576.0
50,02 > 50,50,15. Tổng lợi nhuận kế toán trước thuế,,3.552.823.138.879,381.772.407.300,,,3552823138879.0,381772407300.0
51,02 > 51,51,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,33,75.695.173.413,13.156.671.468,,33.0,75695173413.0,13156671468.0
52,02 > 52,52,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,34,(52.631.586.765),-,,34.0,-52631586765.0,
60,02 > 60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,,3.529.759.552.231,368.615.735.832,,,3529759552231.0,368615735832.0
61,02 > 61,61,19. Lợi nhuận sau thuế của Công ty mẹ,,3.553.215.479.345,367.192.744.446,,,3553215479345.0,367192744446.0
62,02 > 62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,(23.455.927.114),1.422.991.386,,,-23455927114.0,1422991386.0
70,02 > 70,70,21. Lãi cơ bản trên cổ phiếu,35,8.781,998,,35.0,8781.0,998.0
