row_label_raw,row_label_full,col_0,31/12/2025 > Địa chỉ,31/12/2025 > Tỷ lệ lợi ích,31/12/2025 > Tỷ lệ quyền biểu quyết,01/01/2025 > Giá trị ghi số theo phương phápVốn chủ sở hữu,01/01/2025 > Tỷ lệ lợi ích,01/01/2025 > Tỷ lệ quyền biểu quyết,numeric__31/12/2025 > Địa chỉ,numeric__31/12/2025 > Tỷ lệ lợi ích,numeric__31/12/2025 > Tỷ lệ quyền biểu quyết,numeric__01/01/2025 > Giá trị ghi số theo phương phápVốn chủ sở hữu,numeric__01/01/2025 > Tỷ lệ lợi ích,numeric__01/01/2025 > Tỷ lệ quyền biểu quyết
,,,,%,%,VND,%,%,,,,,,
- Công ty Cổ phần Tập đoàn Bất động sản CRV,- Công ty Cổ phần Tập đoàn Bất động sản CRV,- Công ty Cổ phần Tập đoàn Bất động sản CRV,Hà Nội,,,,"43,56%","43,58%",,,,,0.43560000000000004,0.43579999999999997
