row_label_raw,row_label_full,a) Deferred income tax assets,a) Deferred income tax assets_1,a) Deferred income tax assets_2,numeric__a) Deferred income tax assets_1,numeric__a) Deferred income tax assets_2
,,,31/12/2025,01/01/2025,,
,,,VND,VND,,
- Provisional CIT paid for real estate business activities,- Provisional CIT paid for real estate business activities,- Provisional CIT paid for real estate business activities,"38,171,348,314",-,,
Deferred income tax assets,Deferred income tax assets,Deferred income tax assets,"38,171,348,314",-,,
b) Deferred income tax liabilities,b) Deferred income tax liabilities,b) Deferred income tax liabilities,b) Deferred income tax liabilities,b) Deferred income tax liabilities,,
,,,31/12/2025,01/01/2025,,
,,,VND,VND,,
- Temporary differences related to fair value assessment at the acquisition date of the subsidiary,- Temporary differences related to fair value assessment at the acquisition date of the subsidiary,- Temporary differences related to fair value assessment at the acquisition date of the subsidiary,"2,166,966,878,983",-,,
Deferred income tax liabilities,Deferred income tax liabilities,Deferred income tax liabilities,"2,166,966,878,983",-,,
