row_label_raw,row_label_full,col_0,col_1,Year 2025,Year 2024,numeric__col_1,numeric__Year 2025,numeric__Year 2024
,,,,VND,VND,,,
Purchase - Office rental,Purchase - Office rental,Purchase - Office rental,Related Party,"1,822,657,200","906,000,000",,,
Hoang Huy Investment Financial Services Joint Stock Company,Hoang Huy Investment Financial Services Joint Stock Company,Hoang Huy Investment Financial Services Joint Stock Company,Hoang Huy Investment Services Joint Stock Company,"630,000,000","630,000,000",,,
Hoang Huy Investment Financial Services Joint Stock Company,Hoang Huy Investment Financial Services Joint Stock Company,Hoang Huy Investment Financial Services Joint Stock Company,Pruksa Vietnam Company Limited,"216,000,000","216,000,000",,,
Hoang Huy Investment Financial Services Joint Stock Company,Hoang Huy Investment Financial Services Joint Stock Company,Hoang Huy Investment Financial Services Joint Stock Company,Hoang Giang Service Development Joint Stock Company,"60,000,000","60,000,000",,,
Hoang Huy Investment Financial Services Joint Stock Company,Hoang Huy Investment Financial Services Joint Stock Company,Hoang Huy Investment Financial Services Joint Stock Company,CRV Real Estate Group Joint Stock Company,"700,657,200",-,,,
Hoang Huy Investment Financial Services Joint Stock Company,Hoang Huy Investment Financial Services Joint Stock Company,Hoang Huy Investment Financial Services Joint Stock Company,Dai Loc House Development Joint Stock Company,"108,000,000",-,,,
Hoang Huy Investment Financial Services Joint Stock Company,Hoang Huy Investment Financial Services Joint Stock Company,Hoang Huy Investment Financial Services Joint Stock Company,Dai Thinh Vuong Construction Joint Stock Company,"108,000,000",-,,,
