row_label_raw,row_label_full,Code,ITEMS,Note,Year 2025,Year 2024,numeric__ITEMS,numeric__Note,numeric__Year 2025,numeric__Year 2024
Code,Code,Code,ITEMS,Note,VND,VND,,,,
,,,,I. CASH FLOWS FROM OPERATING ACTIVITIES,I. CASH FLOWS FROM OPERATING ACTIVITIES,I. CASH FLOWS FROM OPERATING ACTIVITIES,,,,
01,01,01,1. Profit before tax,,"3,552,823,138,879","381,772,407,300",,,,
01,01,01,2. Adjustment for,,"(3,603,936,138,082)","(341,947,716,701)",,,,
02,02,02,- Depreciation and amortization of fixed assets and investment properties,,"30,947,973,447","18,663,615,311",,,,
03,03,03,- Provisions,,"1,184,611,210","551,316,327",,,,
04,04,04,- Exchange gains / losses from retranslation of monetary items denominated in foreign currency,,"3,679,621,804","4,376,730,209",,,,
05,05,05,- Gains / losses from investment activities,,"(3,640,709,671,739)","(365,539,378,548)",,,,
06,06,06,- Interest expense,,"961,327,196",-,,,,
08,08,08,3. Operating profit before changes in working,,"(51,112,999,203)","39,824,690,599",,,,
09,09,09,- Increase/ decrease in receivables,,"(51,811,773,952)","(41,801,853,540)",,,,
10,10,10,- Increase/ decrease in inventories,,"(835,199,385,067)","(126,352,160,582)",,,,
11,11,11,- Increase/ decrease in payables (excluding interest payable/ corporate income tax payable),,"3,093,068,701,433","427,316,265,445",,,,
12,12,12,- Increase/ decrease in prepaid expenses,,"(71,821,056,326)","(1,024,460,663)",,,,
14,14,14,- Interest paid,,"(961,327,196)",-,,,,
15,15,15,- Corporate income tax paid,,"(93,711,520,302)","(7,349,252,745)",,,,
20,20,20,Net cash flow from operating activities,,"1,988,450,639,387","290,613,228,514",,,,
,,,,II. CASH FLOWS FROM INVESTING ACTIVITIES,II. CASH FLOWS FROM INVESTING ACTIVITIES,II. CASH FLOWS FROM INVESTING ACTIVITIES,,,,
21,21,21,1. Purchase or construction of fixed assets and other long-term assets,,"143,394,183,635","(26,668,692,160)",,,,
22,22,22,2. Proceeds from disposals of fixed assets and other long-term assets,,-,"23,335,441,676",,,,
23,23,23,3. Loans and purchase of debt instruments from other entities,,"(3,457,883,452,680)","(1,509,368,491,931)",,,,
24,24,24,4. Collection of loans and resale of debt instrument of other entities,,"2,009,070,660,326","1,133,903,326,085",,,,
25,25,25,5. Equity investments in other entities,,"(365,564,700,883)",-,,,,
27,27,27,6. Interest and dividend received,,"257,715,728,392","66,909,105,175",,,,
30,30,30,Net cash flow from investing activities,,"(1,413,267,581,210)","(311,889,311,155)",,,,
,,,,III. CASH FLOWS FROM FINANCING ACTIVITIES,III. CASH FLOWS FROM FINANCING ACTIVITIES,III. CASH FLOWS FROM FINANCING ACTIVITIES,,,,
31,31,31,1. Proceeds from issuance of shares and receipt of contributed capital,,"799,946,000,000",-,,,,
33,33,33,2. Proceeds from borrowings,,"(439,902,534,798)",-,,,,
34,34,34,3. Repayment of principal,,"(19,420,579,960)",-,,,,
36,36,36,4. Dividends or profits paid to owners and non-controlling interests,,"(197,745,944,000)","(12,357,884)",,,,
40,40,40,Net cash flow from financing activities,,"142,876,941,242","(12,357,884)",,,,
50,50,50,Net cash flows in the year,,"718,059,999,419","(21,288,440,525)",,,,
