row_label_raw,row_label_full,col_0,31/12/2025 > Giá trị,31/12/2025 > Dự phòng,01/01/2025 > Giá trị,01/01/2025 > Dự phòng,numeric__31/12/2025 > Giá trị,numeric__31/12/2025 > Dự phòng,numeric__01/01/2025 > Giá trị,numeric__01/01/2025 > Dự phòng
,,,VND,VND,VND,VND,,,,
Bên khác,Bên khác,Bên khác,310.976.417.137,(3.495.000.000),77.374.863.191,(2.446.500.000),310976417137.0,-3495000000.0,77374863191.0,-2446500000.0
- Phải thu các khách hàng mua nhà của các dự án bất động sản,- Phải thu các khách hàng mua nhà của các dự án bất động sản,- Phải thu các khách hàng mua nhà của các dự án bất động sản,221.111.417.137,-,1.682.731.391,-,221111417137.0,,1682731391.0,
- Phải thu các khách hàng mua ô tô,- Phải thu các khách hàng mua ô tô,- Phải thu các khách hàng mua ô tô,89.865.000.000,-,75.692.131.800,-,89865000000.0,,75692131800.0,
+ Công ty TNHH Sản xuất và Thương mại Ô tô Nam Việt,+ Công ty TNHH Sản xuất và Thương mại Ô tô Nam Việt,+ Công ty TNHH Sản xuất và Thương mại Ô tô Nam Việt,37.770.000.000,-,52.150.582.400,-,37770000000.0,,52150582400.0,
+ Công ty Cổ phần Thương mại Dịch vụ Phú Mẫn,+ Công ty Cổ phần Thương mại Dịch vụ Phú Mẫn,+ Công ty Cổ phần Thương mại Dịch vụ Phú Mẫn,36.615.000.000,-,16.696.549.400,-,36615000000.0,,16696549400.0,
+ Công ty Cổ phần Sản xuất Thương mại và Dịch vụ Phúc Hưng,+ Công ty Cổ phần Sản xuất Thương mại và Dịch vụ Phúc Hưng,+ Công ty Cổ phần Sản xuất Thương mại và Dịch vụ Phúc Hưng,3.495.000.000,(3.495.000.000),3.255.000.000,(2.278.500.000),3495000000.0,-3495000000.0,3255000000.0,-2278500000.0
+ Công ty TNHH Thương mại và Xe tải Quốc tế,+ Công ty TNHH Thương mại và Xe tải Quốc tế,+ Công ty TNHH Thương mại và Xe tải Quốc tế,5.670.000.000,-,-,-,5670000000.0,,,
+ Công ty Cổ phần Xuất nhập khẩu ô tô Long Biên,+ Công ty Cổ phần Xuất nhập khẩu ô tô Long Biên,+ Công ty Cổ phần Xuất nhập khẩu ô tô Long Biên,6.315.000.000,-,-,-,6315000000.0,,,
+ Các khoản phải thu khách hàng khác,+ Các khoản phải thu khách hàng khác,+ Các khoản phải thu khách hàng khác,-,-,3.590.000.000,(168.000.000),,,3590000000.0,-168000000.0
,,,310.976.417.137,(3.495.000.000),77.374.863.191,(2.446.500.000),310976417137.0,-3495000000.0,77374863191.0,-2446500000.0
