row_label_raw,row_label_full,col_0,Year 2025,Year 2024,numeric__Year 2025,numeric__Year 2024
,,,VND,VND,,
Current corporate income tax expense in parent company,Current corporate income tax expense in parent company,Current corporate income tax expense in parent company,"15,907,352,237",-,,
Current corporate income tax expense in subsidiaries,Current corporate income tax expense in subsidiaries,Current corporate income tax expense in subsidiaries,"59,787,821,176","13,156,671,468",,
Total current corporate income tax expense,Total current corporate income tax expense,Total current corporate income tax expense,"75,695,173,413","13,156,671,468",,
