row_label_raw,row_label_full,col_0,Year 2025,Year 2024,numeric__Year 2025,numeric__Year 2024
,,,VND,VND,,
Interest income,Interest income,Interest income,"85,933,899,488","36,988,997,292",,
Dividends or profits received,Dividends or profits received,Dividends or profits received,"196,337,403,000","29,304,090,000",,
Gain on exchange difference in the year,Gain on exchange difference in the year,Gain on exchange difference in the year,"992,334,104","171,649,351",,
Gain on exchange difference at the end of the year,Gain on exchange difference at the end of the year,Gain on exchange difference at the end of the year,"23,115,597",-,,
Gain from revaluation of investment in a step acquisition business combination (*),Gain from revaluation of investment in a step acquisition business combination (*),Gain from revaluation of investment in a step acquisition business combination (*),"3,488,716,654,786",-,,
Other financial income,Other financial income,Other financial income,"1,458,620,248","2,024,940,454",,
,,,"3,773,462,027,223","68,489,677,097",,
In which: Financial income received from related parties,In which: Financial income received from related parties,In which: Financial income received from related parties,"196,337,403,000","29,304,090,000",,
