row_label_raw,row_label_full,Content,Fair value at the date of obtaining control,numeric__Fair value at the date of obtaining control
,,,VND,
Assets,Assets,Assets,Assets,
Cash and cash equivalents,Cash and cash equivalents,Cash and cash equivalents,"936,983,299,118",
Investments,Investments,Investments,"251,395,123,288",
Receivables,Receivables,Receivables,"617,327,834,200",
Inventories,Inventories,Inventories,"14,857,065,630,132",
Other current assets,Other current assets,Other current assets,"67,273,251,280",
Tangible fixed assets (net),Tangible fixed assets (net),Tangible fixed assets (net),"271,884,027,298",
Investment properties (net),Investment properties (net),Investment properties (net),"2,276,827,741,991",
Long-term prepaid,Long-term prepaid,Long-term prepaid,"32,134,972,122",
Construction in progress,Construction in progress,Construction in progress,"1,377,360,000",
Other assets,Other assets,Other assets,"2,432,771,307",
Total Assets,Total Assets,Total Assets,"19,314,702,010,736",
Liabilities,Liabilities,Liabilities,Liabilities,
Short-term liabilities,Short-term liabilities,Short-term liabilities,"992,455,894,619",
Long-term liabilities,Long-term liabilities,Long-term liabilities,"582,823,114,758",
Deferred income tax liabilities,Deferred income tax liabilities,Deferred income tax liabilities,"2,183,861,911,215",
Total liabilities,Total liabilities,Total liabilities,"3,759,140,920,592",
Total net assets,Total net assets,Total net assets,"15,555,561,090,144",
Non-controlled Interest,Non-controlled Interest,Non-controlled Interest,"8,776,544,649,429",
Total net assets equivalent to the Company’s interest,Total net assets equivalent to the Company’s interest,Total net assets equivalent to the Company’s interest,"6,779,016,440,715",
Total cost of this investment,Total cost of this investment,Total cost of this investment,"6,779,016,440,715",
Fair value of the initial investment under the equity method at the date control was obtained,Fair value of the initial investment under the equity method at the date control was obtained,Fair value of the initial investment under the equity method at the date control was obtained,"3,290,299,785,929",
Revaluation of the investment in the associate at the acquisition date (Note 27),Revaluation of the investment in the associate at the acquisition date (Note 27),Revaluation of the investment in the associate at the acquisition date (Note 27),"3,488,716,654,786",
Goodwill incurred from business combination,Goodwill incurred from business combination,Goodwill incurred from business combination,-,
Cash flow information from the business combination,Cash flow information from the business combination,Cash flow information from the business combination,Cash flow information from the business combination,
Cash received from the business combination,Cash received from the business combination,Cash received from the business combination,"936,983,299,118",
Cash paid for the business combination,Cash paid for the business combination,Cash paid for the business combination,-,
Net cash paid for the business combination,Net cash paid for the business combination,Net cash paid for the business combination,"(936,983,299,118)",
