row_label_raw,row_label_full,Mã số,TÀI SẢN,(tiếp theo)Thuyết minh,31/12/2025VND,01/01/2025VND,numeric__TÀI SẢN,numeric__(tiếp theo)Thuyết minh,numeric__31/12/2025VND,numeric__01/01/2025VND
200,200,200,B. TÀI SẢN DÀI HẠN,,3.131.432.006.759,3.921.688.389.155,,,3131432006759.0,3921688389155.0
210,210,210,I. Các khoản phải thu dài hạn,,-,120.000.000,,,,120000000.0
216,216,216,1. Phải thu dài hạn khác,08,-,120.000.000,,8.0,,120000000.0
220,220,220,II. Tài sản cố định,,292.274.926.587,28.790.997.933,,,292274926587.0,28790997933.0
221,221,221,1. Tài sản cố định hữu hình,12,285.889.759.920,25.270.997.933,,12.0,285889759920.0,25270997933.0
222,222,222,- Nguyên giá,,312.874.878.597,32.436.791.373,,,312874878597.0,32436791373.0
223,223,223,- Giá trị hao mòn luỹ kế,,(26.985.118.677),(7.165.793.440),,,-26985118677.0,-7165793440.0
227,227,227,2. Tài sản cố định vô hình,13,6.385.166.667,3.520.000.000,,13.0,6385166667.0,3520000000.0
228,228,228,- Nguyên giá,,6.568.000.000,3.520.000.000,,,6568000000.0,3520000000.0
229,229,229,- Giá trị hao mòn luỹ kế,,(182.833.333),-,,,-182833333.0,
230,230,230,III. Bất động sản đầu tư,14,2.572.469.791.977,453.530.623.222,,14.0,2572469791977.0,453530623222.0
231,231,231,- Nguyên giá,,2.737.069.370.715,517.947.724.081,,,2737069370715.0,517947724081.0
232,232,232,- Giá trị hao mòn luỹ kế,,(164.599.578.738),(64.417.100.859),,,-164599578738.0,-64417100859.0
240,240,240,IV. Tài sản dở dang dài hạn,11,5.927.645.161,12.452.666.679,,11.0,5927645161.0,12452666679.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,,5.927.645.161,12.452.666.679,,,5927645161.0,12452666679.0
250,250,250,V. Đầu tư tài chính dài hạn,05,215.548.143.783,3.420.528.071.464,,5.0,215548143783.0,3420528071464.0
252,252,252,"1. Đầu tư vào công ty liên doanh, liên kết",,-,3.420.528.071.464,,,,3420528071464.0
255,255,255,2. Đầu tư nằm giữ đến ngày đáo hạn,,215.548.143.783,-,,,215548143783.0,
260,260,260,VI. Tài sản dài hạn khác,,45.211.499.251,6.266.029.857,,,45211499251.0,6266029857.0
261,261,261,1. Chi phí trả trước dài hạn,15,7.040.150.937,6.266.029.857,,15.0,7040150937.0,6266029857.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,34,38.171.348.314,-,,34.0,38171348314.0,
270,270,270,TỔNG CỘNG TÀI SẢN,,23.428.210.948.656,5.476.784.639.289,,,23428210948656.0,5476784639289.0
