row_label_raw,row_label_full,col_0,Year 2025,Year 2024,numeric__Year 2025,numeric__Year 2024
,,,VND,VND,,
Interest expenses,Interest expenses,Interest expenses,"961,327,196",-,,
Loss on exchange difference in the year,Loss on exchange difference in the year,Loss on exchange difference in the year,"8,891,892,403","4,737,375,461",,
Loss on exchange difference at the end of the year,Loss on exchange difference at the end of the year,Loss on exchange difference at the end of the year,"3,702,737,401","4,377,026,983",,
Other financial expenses,Other financial expenses,Other financial expenses,"1,971,537,245",-,,
,,,"15,527,494,245","9,114,402,444",,
In which: Financial expenses paid to related parties,In which: Financial expenses paid to related parties,In which: Financial expenses paid to related parties,"847,383,562",-,,
